iter	Passed	Remaining
598	3367	2254
599	3373	2248
600	3379	2243
601	3385	2238
602	3391	2232
603	3397	2227
604	3403	2222
605	3409	2216
606	3415	2211
607	3421	2205
608	3426	2199
609	3432	2194
610	3438	2188
611	3444	2183
612	3449	2177
613	3455	2172
614	3461	2166
615	3467	2161
616	3472	2155
617	3477	2149
618	3483	2144
619	3489	2138
620	3494	2132
621	3498	2126
622	3500	2118
623	3505	2112
624	3511	2106
625	3517	2101
626	3522	2095
627	3527	2089
628	3533	2083
629	3538	2078
630	3544	2072
631	3547	2065
632	3552	2059
633	3556	2053
634	3560	2046
635	3564	2040
636	3567	2033
637	3571	2026
638	3575	2019
639	3578	2013
640	3579	2005
641	3585	1999
642	3589	1992
643	3594	1987
644	3599	1980
645	3603	1974
646	3608	1968
647	3613	1962
648	3618	1956
649	3624	1951
650	3630	1946
651	3636	1940
652	3641	1935
653	3647	1929
654	3653	1924
655	3659	1919
656	3665	1913
657	3671	1908
658	3677	1903
659	3683	1897
660	3689	1892
661	3695	1887
662	3696	1878
663	3702	1873
664	3708	1868
665	3714	1862
666	3719	1856
667	3725	1851
668	3730	1845
669	3736	1840
670	3742	1835
671	3748	1829
672	3754	1824
673	3760	1818
674	3761	1811
675	3767	1805
676	3773	1800
677	3779	1794
678	3785	1789
679	3791	1784
680	3797	1778
681	3803	1773
682	3808	1767
683	3814	1762
684	3819	1756
685	3825	1751
686	3831	1745
687	3837	1740
688	3843	1735
689	3849	1729
690	3855	1724
691	3861	1718
692	3867	1713
693	3873	1707
694	3879	1702
695	3885	1697
696	3890	1691
697	3896	1685
698	3902	1680
699	3907	1674
700	3913	1669
701	3920	1664
702	3926	1659
703	3932	1653
704	3938	1648
705	3945	1642
706	3950	1637
707	3957	1631
708	3963	1626
709	3969	1621
710	3974	1615
711	3980	1610
712	3982	1603
713	3988	1597
714	3993	1591
715	3999	1586
716	4005	1580
717	4007	1573
718	4012	1568
719	4018	1562
720	4024	1557
721	4025	1550
722	4031	1544
723	4037	1539
724	4043	1533
725	4049	1528
726	4050	1520
727	4056	1515
728	4062	1510
729	4067	1504
730	4073	1499
731	4079	1493
732	4085	1488
733	4091	1482
734	4097	1477
735	4103	1471
736	4109	1466
737	4115	1461
738	4121	1455
739	4127	1450
740	4133	1444
741	4139	1439
742	4145	1433
743	4150	1428
744	4156	1422
745	4162	1417
746	4168	1411
747	4175	1406
748	4180	1400
749	4186	1395
750	4192	1390
751	4198	1384
752	4204	1379
753	4210	1373
754	4216	1368
755	4223	1363
756	4228	1357
757	4234	1351
758	4239	1346
759	4245	1340
760	4251	1335
761	4256	1329
762	4262	1324
763	4268	1318
764	4274	1313
765	4280	1307
766	4286	1302
767	4292	1296
768	4298	1291
769	4304	1285
770	4309	1280
771	4315	1274
772	4321	1268
773	4327	1263
774	4333	1257
775	4338	1252
776	4344	1246
777	4349	1241
778	4355	1235
779	4361	1230
780	4366	1224
781	4372	1218
782	4378	1213
783	4384	1207
784	4390	1202
785	4395	1196
786	4402	1191
787	4408	1185
788	4419	1181
789	4429	1177
790	4433	1171
791	4436	1165
792	4440	1159
793	4444	1153
794	4448	1146
795	4451	1140
796	4455	1134
797	4458	1128
798	4462	1122
799	4466	1116
800	4470	1110
801	4474	1104
802	4477	1098
803	4482	1092
804	4487	1087
805	4492	1081
806	4497	1075
807	4499	1069
808	4504	1063
809	4510	1057
810	4515	1052
811	4521	1046
812	4527	1041
813	4533	1035
814	4539	1030
815	4544	1024
816	4550	1019
817	4556	1013
818	4565	1008
819	4571	1003
820	4577	998
821	4583	992
822	4590	987
823	4596	981
824	4602	976
825	4608	970
826	4614	965
827	4620	959
828	4625	954
829	4631	948
830	4637	943
831	4643	937
832	4649	932
833	4655	926
834	4661	921
835	4667	915
836	4673	910
837	4679	904
838	4684	898
839	4690	893
840	4696	887
841	4697	881
842	4703	876
843	4709	870
844	4715	864
845	4721	859
846	4727	853
847	4733	848
848	4738	842
849	4743	837
850	4749	831
851	4755	826
852	4760	820
853	4766	814
854	4771	809
855	4776	803
856	4781	797
857	4787	792
858	4793	786
859	4799	781
860	4805	775
861	4806	769
862	4812	763
863	4818	758
864	4824	752
865	4830	747
866	4836	741
867	4842	736
868	4847	730
869	4853	725
870	4859	719
871	4865	714
872	4870	708
873	4876	703
874	4883	697
875	4889	692
876	4894	686
877	4900	680
878	4907	675
879	4913	670
880	4919	664
881	4920	658
882	4927	652
883	4933	647
884	4939	641
885	4945	636
886	4951	630
887	4957	625
888	4964	619
889	4967	613
890	4974	608
891	4980	602
892	4986	597
893	4992	591
894	4997	586
895	5003	580
896	5009	575
897	5015	569
898	5018	563
899	5025	558
900	5030	552
901	5036	547
902	5042	541
903	5048	536
904	5049	530
905	5055	524
906	5061	518
907	5067	513
908	5073	507
909	5078	502
910	5084	496
911	5089	491
912	5095	485
913	5100	479
914	5106	474
915	5112	468
916	5118	463
917	5124	457
918	5130	452
919	5137	446
920	5143	441
921	5149	435
922	5155	430
923	5161	424
924	5167	418
925	5173	413
926	5179	407
927	5185	402
928	5191	396
929	5198	391
930	5204	385
931	5210	380
932	5216	374
933	5221	369
934	5227	363
935	5233	357
936	5239	352
937	5245	346
938	5252	341
939	5258	335
940	5264	330
941	5270	324
942	5276	318
943	5281	313
944	5287	307
945	5293	302
946	5299	296
947	5304	290
948	5310	285
949	5316	279
950	5322	274
951	5328	268
952	5331	262
953	5337	257
954	5343	251
955	5348	246
956	5354	240
957	5360	235
958	5366	229
959	5372	223
960	5378	218
961	5384	212
962	5389	207
963	5395	201
964	5401	195
965	5407	190
966	5412	184
967	5414	178
968	5420	173
969	5426	167
970	5431	162
971	5437	156
972	5443	151
973	5449	145
974	5455	139
975	5461	134
976	5467	128
977	5472	123
978	5477	117
979	5483	111
980	5488	106
981	5494	100
982	5500	95
983	5506	89
984	5511	83
985	5517	78
986	5523	72
987	5529	67
988	5535	61
989	5540	55
990	5546	50
991	5549	44
992	5555	39
993	5561	33
994	5566	27
995	5573	22
996	5579	16
997	5585	11
998	5591	5
999	5596	0
