시점,감자,건고추,깐마늘(국산),대파,무,배추,사과,상추,양파,배
TEST_03+3순,28136.619613559975,469062.13143710664,35280.62346727386,1901.6067500168444,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45330.1060296423
TEST_04+1순,27384.443730654897,476690.60712358,37881.53513820101,1531.6726674294816,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,39270.19539383481
TEST_04+2순,27650.126980380424,473008.7189945609,35875.972626549636,1587.2822392774915,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42837.667325486036
TEST_04+3순,28136.619613559975,469062.2697780396,35280.62346727386,1516.4472836247196,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45654.190787563915
TEST_05+1순,27384.443730654897,476690.10109979,37881.53513820101,1571.425376316837,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,39286.23217319832
TEST_05+2순,27650.126980380424,473009.42834266135,35875.972626549636,1640.8114862041755,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,41402.65261435575
TEST_05+3순,28136.619613559975,469062.13143710664,35280.62346727386,1612.9392930432737,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,43031.91546884661
TEST_06+1순,27384.443109344636,569566.9893053055,37881.53513820101,1916.9837824450124,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,41960.96856394083
TEST_06+2순,27650.127418055316,577738.301031305,35875.972626549636,1996.0872028883236,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,44243.45892241359
TEST_06+3순,28136.620131800035,580960.6210371804,35280.62346727386,1684.8060808944037,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45942.21096139954
TEST_07+1순,27384.443730654897,683491.6218671161,37881.53513820101,1940.8588663551118,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,35533.42572575497
TEST_07+2순,27650.126980380424,672828.1320893571,35875.972626549636,1963.848617669269,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,36829.60954460813
TEST_07+3순,28136.619613559975,678387.2374981688,35280.62346727386,1764.932201530632,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,37313.588788727124
TEST_08+1순,27385.32245367663,537762.8180694252,37881.53513820101,1895.3544190934167,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,43804.90045319995
TEST_08+2순,27646.14544056011,541248.6318643087,35875.972626549636,1872.722164766643,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,46383.57816583993
TEST_08+3순,28136.59745427912,536023.8777033994,35280.62346727386,1729.7672336196138,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,48627.272604952035
TEST_09+1순,27384.443730654897,463978.25255224045,37881.53513820101,1598.8738613881042,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,40088.155301811494
TEST_09+2순,27650.126980380424,456603.95945205155,35875.972626549636,1556.2424188706693,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,41904.82264753472
TEST_09+3순,28136.619613559975,449313.3518617189,35280.62346727386,1588.3627756523863,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,42060.40203900509
TEST_10+1순,27384.443730654897,462359.3814157384,37881.53513820101,1793.6720060255086,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,41005.84930866469
TEST_10+2순,27650.126980380424,455891.6318201565,35875.972626549636,1999.0866845990618,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42538.6527413433
TEST_10+3순,28136.619613559975,449533.76311925135,35280.62346727386,1892.4290966563617,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,43292.54552017443
TEST_11+1순,27384.443730654897,476690.10109979,37881.53513820101,1740.1135174121653,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,38055.72217821293
TEST_11+2순,27650.126980380424,473009.42834266135,35875.972626549636,1881.6670007813073,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,40931.52418917811
TEST_11+3순,28136.619613559975,469062.13143710664,35280.62346727386,1948.2790867875995,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,43217.565070839315
TEST_12+1순,26990.403915993702,479825.5460510745,37881.53513820101,1467.8604035493647,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,41185.629178078365
TEST_12+2순,27237.415032771012,477237.175266602,35875.972626549636,1514.3721782367074,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42364.437669156054
TEST_12+3순,27755.541017569733,473904.20566395984,35280.62346727386,1478.7166636855363,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,43487.982369216676
TEST_13+1순,27283.421577123536,502751.20597217686,37881.53513820101,1806.2070502656843,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,41466.88965329968
TEST_13+2순,27421.125872450004,500803.3840800385,35875.972626549636,1831.9038174923376,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42729.050600213704
TEST_13+3순,27866.865586331693,497530.8754820037,35280.62346727386,1793.6940423227538,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,44179.26541341759
TEST_14+1순,27380.480707929055,659955.3398342461,37881.53513820101,1914.126106459648,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,40090.42518275767
TEST_14+2순,27654.61294562025,675974.4850651502,35875.972626549636,1994.0055005066058,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42813.955522297496
TEST_14+3순,28137.15120208796,661450.8560293895,35280.62346727386,1695.184368257026,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,44638.39254530362
TEST_15+1순,27384.443730654897,660913.8391225474,37881.53513820101,1935.058398522076,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,30442.40821264323
TEST_15+2순,27650.126980380424,673699.6527119342,35875.972626549636,1994.9772392280195,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,29862.752886876817
TEST_15+3순,28136.619613559975,677637.9312409667,35280.62346727386,1691.2715773547802,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,29306.420775748324
TEST_16+1순,27381.03460990629,569975.5749327769,37881.53513820101,1924.2407007163094,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,40962.091837526066
TEST_16+2순,27643.473640156317,582628.2448745494,35875.972626549636,1913.4151350568413,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,43089.2306680356
TEST_16+3순,28140.495859220373,581341.6093913232,35280.62346727386,1821.275219791319,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45339.43579542164
TEST_17+1순,27384.443730654897,636905.6709594188,37881.53513820101,1948.289471407175,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,30232.738599883676
TEST_17+2순,27650.126980380424,650794.7309495441,35875.972626549636,1948.2707726990338,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,31446.38541126532
TEST_17+3순,28136.619613559975,669278.9832494268,35280.62346727386,1776.4268378973852,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,30553.34260307491
TEST_18+1순,27387.15126591698,533890.5591795373,37881.53513820101,1874.4626783528106,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,40051.655479377674
TEST_18+2순,27648.97262208558,533912.4556767256,35875.972626549636,1902.476229183605,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,41740.130861832884
TEST_18+3순,28132.265654327573,534842.1496907874,35280.62346727386,1664.0973518161386,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,43776.314453621635
TEST_19+1순,27384.443730654897,476690.61605456786,37881.53513820101,1541.7064694596645,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,39830.19038177035
TEST_19+2순,27650.126980380424,473008.7147466823,35875.972626549636,1593.3230239999089,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42682.02700610379
TEST_19+3순,28136.619613559975,469062.26945640624,35280.62346727386,1506.6920012767846,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,44942.31092123274
TEST_20+1순,27220.945235981977,512275.0338917659,37881.53513820101,1898.444886193265,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,43463.76994013942
TEST_20+2순,27516.234907332888,512460.9259952979,35875.972626549636,1901.6875827934743,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,45255.53223852623
TEST_20+3순,27926.150745176372,508122.84456685215,35280.62346727386,1687.9926245755091,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45806.93458495045
TEST_21+1순,27384.443730654897,476690.10109979,37881.53513820101,1417.186196491617,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,42252.367719537164
TEST_21+2순,27650.126980380424,473009.42834266135,35875.972626549636,1423.6658345702722,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,43880.55842613842
TEST_21+3순,28136.619613559975,469062.13143710664,35280.62346727386,1466.3261138987032,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,44631.100311453105
TEST_22+1순,26686.69263467404,511879.1107351404,37881.53513820101,1939.7684270877262,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,41616.76984484353
TEST_22+2순,26881.54845983125,511331.6965654026,35875.972626549636,2029.6618305750517,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,41953.832599986636
TEST_22+3순,27151.068843108256,508067.7518613651,35280.62346727386,1734.230124909716,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,42658.5000898728
TEST_23+1순,27384.443730654897,615159.3424008285,37881.53513820101,1927.4505894638105,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,30668.82794889857
TEST_23+2순,27650.126980380424,637912.277516067,35875.972626549636,1960.5605921348101,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,31822.895381436167
TEST_23+3순,28136.619613559975,624551.5317580882,35280.62346727386,1731.340777616131,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,31722.331906182204
TEST_24+1순,27384.443730654897,476690.10109979,37881.53513820101,1551.8721833336817,85398.39248754887,1265.0464465911523,3836.054176574555,8290.623369997951,3748.6609363915595,39137.78614844229
TEST_24+2순,27650.126980380424,473009.42834266135,35875.972626549636,1634.3683969341077,86799.54083956359,1039.9003240776963,3679.635999674396,8346.885419989423,4759.107931261647,42639.28295869691
TEST_24+3순,28136.619613559975,469062.13143710664,35280.62346727386,1632.7486466180194,93003.99195742214,908.436369225081,3509.5905218384632,8339.54156746682,5539.914060202751,45023.89788187642
