시점,감자,건고추,깐마늘(국산),대파,무,배추,사과,상추,양파,배
TEST_07+3순,44954.285060352915,670288.7012440087,167378.63929309303,1878.0923534552549,11283.286876276032,5533.877067235712,25756.321871411117,854.9435308779517,1555.5017866411015,34241.78794043093
TEST_08+1순,38326.44873954344,477901.5948338114,167378.63929309303,1991.1182139128136,24687.861878684762,10914.381998390985,30043.470190127846,1715.9098715855293,1340.9178741786686,42926.44264397969
TEST_08+2순,42280.32604616087,462390.55036641157,167378.63929309303,2105.7099090687634,22746.82598956876,10327.143749785879,29677.52750855144,1786.8043478976526,1392.2732429847752,41494.48835244756
TEST_08+3순,42533.58499349587,451705.26764582406,167378.63929309303,1977.6683075879523,21461.10133223549,8796.071449258441,29377.667118433765,1713.3941121402618,1386.9125076182577,40239.809560007874
TEST_09+1순,61094.3901209543,446233.3276300127,167378.63929309303,1058.0001896157864,9436.285119208073,8749.174769115609,28938.63870961662,1068.6317227157151,596.027519064383,38826.42545016877
TEST_09+2순,63932.407797583655,430519.13269407384,167378.63929309303,1101.8544820405325,9796.38134737352,7505.354167627073,29900.040637090493,1065.8513589291942,595.7819233012251,39107.74727269468
TEST_09+3순,63059.163106078864,430388.9553174994,167378.63929309303,883.6165486762591,9003.448540075951,6277.5511015668235,29968.89517988471,1050.4344347326232,659.8429330550066,39505.00443753614
TEST_10+1순,56454.382425532145,448639.7306538138,162347.0495612077,1385.8974989946594,10319.177547628246,9128.427471459627,28418.86506512867,922.7472513779775,488.8839456898328,39960.92476216365
TEST_10+2순,49835.79679070966,438325.7450899788,167023.07101010944,1653.5047433184434,9694.193718451588,9236.018972717284,29462.02094433629,937.5762837691859,489.85169516693134,39902.31798942551
TEST_10+3순,40748.5192869677,430381.21103993844,162123.4801121874,1701.359678887733,10058.006466436082,7835.360759933302,29877.49463662359,966.0698218352259,473.14661739202563,40073.209298271526
TEST_11+1순,27066.413738028485,444672.8646532876,167378.63929309303,1742.7102113121841,14759.283779180212,9614.277903344924,29188.565477597884,1065.836633043194,1105.2972583248763,39380.78899558964
TEST_11+2순,23309.495343555685,429554.2333876337,167378.63929309303,2116.0092716835243,15247.13034400373,9225.00489888789,29013.473482203528,1073.2366729565024,1107.3208264890561,39929.36554949193
TEST_11+3순,22471.404733712367,419313.2309952942,167378.63929309303,2350.0243760814037,17012.362227703692,8566.575502555108,28897.276795148242,1007.8877958295229,1021.07313129884,40381.43202308001
TEST_12+1순,23813.389106406055,447758.1017839397,167378.63929309303,2358.0503152738984,17329.422533828587,9268.365385960016,29253.210286678364,1603.1595906000375,1030.8952480337844,40727.229058610064
TEST_12+2순,25241.900128019774,432214.34600544034,167378.63929309303,2518.618078251936,17887.149467310654,8699.035086845728,29102.091686410182,1530.1976265462426,1015.3927448278029,41985.507337591625
TEST_12+3순,28502.707769670124,430200.6677946206,167378.63929309303,2622.2564919979186,18411.114307095486,8087.134195907093,28792.69461473838,1417.6002701964978,1029.7614708134156,42003.77616114174
TEST_13+1순,28394.673386412105,450202.04355007637,167378.63929309303,2162.9674813586953,18678.90060199498,9802.749511448223,29180.433575013514,1994.0214864961786,1034.0779211928414,40281.76438981532
TEST_13+2순,29391.2915314227,433161.5739938428,167378.63929309303,2065.704547460717,23816.77378855792,7596.637828594546,29768.03532936392,1613.1352482822729,1004.809610763462,40483.88612876317
TEST_13+3순,31286.289211634674,430289.0666187017,167378.63929309303,2002.715750495639,25181.576995916115,7182.492720167384,28828.819187538975,1539.431137776766,1019.3703440080839,41922.360632569114
TEST_14+1순,38834.55288334754,657631.2068561922,167378.63929309303,1757.5534530815894,19653.889177453642,16243.07219669112,23805.169460218043,1486.2511540561932,1389.3294315616738,35505.25549329232
TEST_14+2순,41524.53786155072,694732.8920906119,167378.63929309303,1792.7710539533612,15622.141592544458,8098.660561582953,25236.383702294683,1654.1244038540242,1434.4106045261692,35983.41223118298
TEST_14+3순,42979.620637724496,675948.79844569,167378.63929309303,1987.9144652382083,12435.674370958088,6365.668817384852,25453.21063984262,1427.090465399722,1436.0727188075812,35249.287455555066
TEST_15+1순,42196.5884465892,673617.1829178608,167378.63929309303,1759.40269590787,15004.744639967848,7471.96807872206,24713.85305286995,913.3469969925934,1473.8788056259232,34828.46099138413
TEST_15+2순,42744.28486633414,666675.3612787431,167378.63929309303,1874.2987299420554,11283.627414680714,6235.049192561594,25203.580484936625,862.1087538024799,1439.3759712984615,34770.87016806511
TEST_15+3순,45371.97420660299,670033.0200178865,167378.63929309303,1833.3356504824014,10607.818373354126,5020.5977393882695,25412.758533485445,840.1095623652556,1398.3705696932188,34302.725607554545
TEST_16+1순,41793.217580716504,504107.3926926634,167378.63929309303,1620.96060720843,21740.04624861297,17373.757036233274,28463.011639533303,1271.9615929257736,1358.0992326909939,38763.308815002005
TEST_16+2순,43353.12014573415,477836.34773531917,167378.63929309303,1733.13256815994,19335.114143904477,10839.441260898067,28584.771928494512,1238.1066813344248,1298.3717015370112,38170.88519598772
TEST_16+3순,44708.338840669516,468899.8467907804,167378.63929309303,1616.072435317109,14878.466400222507,7837.523544249793,28134.53995879818,1286.6279925893662,1307.9776360055885,37570.834608880024
TEST_17+1순,43180.92972375715,577157.2873248336,167378.63929309303,1833.9054165209768,10931.173454907452,5576.802819773655,22351.101332897968,891.2990694210014,1513.9902268908725,34734.8098596872
TEST_17+2순,44057.74526003214,605154.4283370092,167378.63929309303,1839.6738395926527,10573.306661502185,4797.849689462855,22601.286129677726,901.1540731862823,1420.3524184306973,35073.98603512667
TEST_17+3순,40771.26383511908,599099.9880452189,167378.63929309303,1974.291532895601,10561.222416049744,4470.972923645456,22726.457134216857,957.9635873724696,1373.2423428465038,33799.670946669066
TEST_18+1순,41784.96647386385,470456.3948738554,167378.63929309303,1973.7401543734286,20462.146954850767,18102.563023966908,29534.20130315544,1789.4617433711448,1520.5821029136216,36131.809218113835
TEST_18+2순,42958.58134054189,462222.182339267,167378.63929309303,1964.0081339265157,21313.897319767006,12514.790057773173,28395.310410379592,1283.2746266373015,1492.1082313164552,35798.863032456364
TEST_18+3순,44948.98434221701,455775.2140320667,167378.63929309303,1934.16414922621,16305.400580595027,8178.133575563562,28097.833307188142,1264.6712683972028,1536.778397608115,34291.73652652854
TEST_19+1순,65298.47614850287,445637.7639597277,167378.63929309303,1164.0285835735247,11315.518335439152,8282.500473057447,29771.42592603193,1048.970584967188,638.7546134705026,38755.20726740928
TEST_19+2순,64771.67779230655,429086.92492973566,167378.63929309303,1171.635441125079,11471.471431284963,7350.749646258369,29904.107847652016,1027.4418889076264,666.1038064823471,38879.848313460214
TEST_19+3순,62021.5171042068,419313.2309952942,167378.63929309303,930.9957586570613,11834.580800623125,6110.823367357369,29857.131246353216,1069.5841689832594,699.8338951357911,38887.83413664161
TEST_20+1순,37556.27694371565,457180.2158640048,167378.63929309303,1999.2934964338767,24672.19726286403,12016.25635176821,29064.12161576324,1645.680208892984,1147.6676616466111,42009.000444982375
TEST_20+2순,38342.2111762556,445915.56451340613,167378.63929309303,1991.1182139128136,24678.194507957134,10434.715354876538,29684.82952824174,1559.2763261581113,1180.4398255217143,43183.37051554704
TEST_20+3순,42050.17524471269,435820.3602700174,167378.63929309303,1999.871775776391,20569.942673289755,9060.523162325666,28756.75064170178,1559.6955893446948,1290.9966502882241,39511.127177380855
TEST_21+1순,25924.319500870777,444672.8646532876,167378.63929309303,1706.8490016799924,16302.344716432866,9757.958949348575,28985.491303500286,1139.8340134872649,1158.6599327363465,41993.577408862635
TEST_21+2순,22801.56363453761,429554.2333876337,167378.63929309303,2237.0345994623376,17329.422533828587,9247.581938351688,29185.509057524658,1031.540223910612,1007.1488415899698,42732.9201569771
TEST_21+3순,28858.287991590758,419313.2309952942,167378.63929309303,2087.564123924634,17791.79867188937,8514.860194804452,28995.56214428974,906.2379914883073,984.5608367957036,42699.031934215396
TEST_22+1순,31800.78572892431,451196.35858532554,167378.63929309303,2088.8922041186597,24835.09930448372,12955.311695792187,29835.736558517634,1602.7823430088354,1040.5206628409464,40711.83644722465
TEST_22+2순,33443.18567609327,433655.42235743295,167378.63929309303,1999.2934964338767,24267.31152842911,11736.613136790445,29058.351053645812,1494.9770877784326,1050.2113237009812,42009.000444982375
TEST_22+3순,34534.34636068027,432476.3276313678,167378.63929309303,2099.257940631099,23093.88329471199,11076.061095929093,28847.898481565862,1521.724829058107,1253.6696139103037,41439.6313534905
TEST_23+1순,44053.805949235466,624862.1771723421,167378.63929309303,1583.8552278524362,9426.587366503685,4637.0423448948495,22601.286129677726,920.1719121380177,1394.790694866137,34712.70106940474
TEST_23+2순,40964.60395695341,619905.8111354932,167378.63929309303,1687.0936160859678,9112.204027656548,4494.654546310144,22706.035653214763,921.7773518443075,1319.9378040043036,34255.39965310492
TEST_23+3순,42966.782195105014,611622.7691296195,167378.63929309303,1608.583806929359,10040.48896683002,4066.3817058901927,22605.930584119043,952.0200733424365,1291.4962893348109,32830.13449328981
TEST_24+1순,48943.50375016188,444672.8646532876,167378.63929309303,1280.221402841961,16241.610803484822,7441.656809694235,29793.040179517237,1049.380419490295,571.0085177594342,38559.71624075924
TEST_24+2순,34084.464372626135,429554.2333876337,167378.63929309303,1135.4427191242,15264.502607617513,5908.626356490438,29749.52978296009,1078.6628619761475,633.8299518952792,38676.54266853329
TEST_24+3순,25305.191847225553,419313.2309952942,167378.63929309303,1143.0914653396985,15306.804579950754,5875.900764591035,29169.40305663132,1080.331902359626,641.8379575442948,39046.424723204764
