YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,품목명_x,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비
201810상순,23100,무,20키로상자,상,15611.2222222222,21683.0,22825.625,,,2018,상순,2018-10-01,무,무,10,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,100.92214765100668,0.8187689969604862,22.723489932885897,0.8224852071005917,527.4549260873281,28972230.2,2018,무,1234561,0.02346763764609444
201810중순,23100,무,20키로상자,상,12331.8888888888,15611.2222222222,21872.5555555555,,,2018,중순,2018-10-11,무,무,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,100.79731543624158,0.8065159574468085,22.622818791946305,0.8110735418427725,527.4549260873281,30296720.8,2018,무,1234561,0.024540481029288953
201810하순,23100,무,20키로상자,상,8466.33333333333,12331.8888888888,21683.0,,,2018,하순,2018-10-21,무,무,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100.87919463087245,0.7939779635258358,22.574496644295294,0.7988165680473372,527.4549260873281,38071238.8,2018,무,1234561,0.030837875811725785
201811상순,23100,무,20키로상자,상,6862.44444444444,8466.33333333333,15611.2222222222,,,2018,상순,2018-11-01,무,무,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,89.55704697986573,0.7749338624338624,19.714093959731542,0.7810400233713117,527.4549260873281,41918959.2,2018,무,1234561,0.03395454675791638
201811중순,23100,무,20키로상자,상,5770.25,6862.44444444444,12331.8888888888,,,2018,중순,2018-11-11,무,무,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,79.64832214765097,0.7536655905299973,18.04161073825503,0.7597001763668431,527.4549260873281,52178108.0,2018,무,1234561,0.0422645037385759
201811하순,23100,무,20키로상자,상,5724.44444444444,5770.25,8466.33333333333,,,2018,하순,2018-11-21,무,무,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,79.79731543624158,0.7201354679802956,18.162416107382544,0.7297619047619046,527.4549260873281,45673833.8,2018,무,1234561,0.03699601218570812
201812상순,23100,무,20키로상자,상,7230.5,5724.44444444444,6862.44444444444,,,2018,상순,2018-12-01,무,무,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,81.28187919463085,0.6707072730915647,18.558389261744964,0.6851045296167246,527.4549260873281,27544031.2,2018,무,1234561,0.02231078998931604
201812중순,23100,무,20키로상자,상,7808.55555555555,7230.5,5770.25,,,2018,중순,2018-12-11,무,무,12,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,80.31543624161071,0.6186241938635919,18.414765100671136,0.6485191637630661,527.4549260873281,31148238.4,2018,무,1234561,0.025230214140897045
201812하순,23100,무,20키로상자,상,7535.22222222222,7808.55555555555,5724.44444444444,,,2018,하순,2018-12-21,무,무,12,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,79.37583892617445,0.5416747431672805,18.212080536912747,0.5758651286601597,527.4549260873281,22979948.2,2018,무,1234561,0.018613862093489104
201901상순,23100,무,20키로상자,상,7729.42857142857,7535.22222222222,7230.5,9283.57142857143,8702.309312152222,2019,상순,2019-01-01,무,무,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30.102013422818768,0.4453487541943313,7.510067114093954,0.4875922199865861,569.5913449212942,27288414.2,2019,무,1110874,0.024564814911502114
201901중순,23100,무,20키로상자,상,6801.375,7729.42857142857,7808.55555555555,9259.88888888888,8541.091162680234,2019,중순,2019-01-11,무,무,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26.567785234899304,0.4113482671174979,6.9731543624161025,0.45556673373574774,569.5913449212942,23681894.2,2019,무,1110874,0.021318254095423962
201901하순,23100,무,20키로상자,상,7740.7,6801.375,7535.22222222222,10576.1111111111,9336.93218607589,2019,하순,2019-01-21,무,무,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25.27114093959729,0.3815077051228654,6.65369127516778,0.4243796109993293,569.5913449212942,39070614.8,2019,무,1110874,0.03517105882395303
201902상순,23100,무,20키로상자,상,7894.8,7740.7,7729.42857142857,18371.4444444444,17712.50680944817,2019,상순,2019-02-01,무,무,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,24.912751677852327,0.3572104018912529,6.507382550335566,0.3986013986013985,569.5913449212942,12517864.6,2019,무,1110874,0.011268482834236825
201902중순,23100,무,20키로상자,상,8620.33333333333,7894.8,6801.375,19545.6666666666,16720.090990290522,2019,중순,2019-02-11,무,무,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.280536912751657,0.3179621848739495,1.8442953020134194,0.3490870032223415,569.5913449212942,26678647.259999998,2019,무,1110874,0.024015907528666617
201902하순,23100,무,20키로상자,상,8432.57142857143,8620.33333333333,7740.7,19226.0,15161.588580299627,2019,하순,2019-02-21,무,무,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8.076510067114075,0.3082282913165265,1.8241610738255003,0.33673469387755095,569.5913449212942,20348871.6,2019,무,1110874,0.018317893478468305
201903상순,23100,무,20키로상자,상,7993.875,8432.57142857143,7894.8,23856.3333333333,21117.39931736456,2019,상순,2019-03-01,무,무,3,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,8.927516778523469,0.3141445257348221,,,569.5913449212942,23845237.2,2019,무,1110874,0.021465294173776683
201903중순,23100,무,20키로상자,상,7646.0,7993.875,8620.33333333333,19215.125,19592.15941770009,2019,중순,2019-03-11,무,무,3,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10.387919463087222,0.3191470691470691,,,569.5913449212942,30890267.6,2019,무,1110874,0.027807174891121767
201903하순,23100,무,20키로상자,상,6669.55555555555,7646.0,8432.57142857143,19303.6,21203.86424739048,2019,하순,2019-03-21,무,무,3,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11.144966442952992,0.33124338624338623,,,569.5913449212942,25408575.2,2019,무,1110874,0.022872598692560992
201904상순,23100,무,20키로상자,상,7174.22222222222,6669.55555555555,7993.875,18610.875,16200.002817266344,2019,상순,2019-04-01,무,무,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.267114093959702,0.3373666406453291,,,569.5913449212942,28762607.4,2019,무,1110874,0.0258918719854817
201904중순,23100,무,20키로상자,상,8150.77777777777,7174.22222222222,7646.0,20006.8888888888,17817.75680510969,2019,중순,2019-04-11,무,무,4,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11.492617449664403,0.34896745766310977,,,569.5913449212942,26504309.2,2019,무,1110874,0.02385896978415194
201904하순,23100,무,20키로상자,상,9277.25,8150.77777777777,6669.55555555555,23676.5,19036.741709004866,2019,하순,2019-04-21,무,무,4,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,12.90335570469796,0.3667916938464883,,,569.5913449212942,19558857.4,2019,무,1110874,0.01760672893595493
201905상순,23100,무,20키로상자,상,9761.55555555555,9277.25,7174.22222222222,25173.6666666666,18276.14184499275,2019,상순,2019-05-01,무,무,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12.67114093959729,0.3932577838827838,,,569.5913449212942,25195955.2,2019,무,1110874,0.022681199848047572
201905중순,23100,무,20키로상자,상,9051.0,9761.55555555555,8150.77777777777,22677.75,16026.122064008076,2019,중순,2019-05-11,무,무,5,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,14.314093959731514,0.4262314262314262,,,569.5913449212942,20623584.6,2019,무,1110874,0.01856518795110877
201905하순,23100,무,20키로상자,상,8342.4,9051.0,9277.25,13201.0,9693.180419119526,2019,하순,2019-05-21,무,무,5,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,15.021476510067084,0.454550785831574,,,569.5913449212942,27307984.0,2019,무,1110874,0.024582431490880154
201906상순,23100,무,20키로상자,상,9132.125,8342.4,9761.55555555555,13106.125,9808.440778044893,2019,상순,2019-06-01,무,무,6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,18.832214765100638,0.4859978013076433,,,569.5913449212942,19305792.0,2019,무,1110874,0.017378921461839957
201906중순,23100,무,20키로상자,상,8804.77777777777,9132.125,9051.0,10809.1111111111,9415.902349303991,2019,중순,2019-06-11,무,무,6,11,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,18.60268456375836,0.5134242048740189,,,569.5913449212942,21689414.0,2019,무,1110874,0.019524639157996317
201906하순,23100,무,20키로상자,상,8363.625,8804.77777777777,8342.4,11432.2222222222,10740.980826254472,2019,하순,2019-06-21,무,무,6,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,21.59731543624158,0.5452083333333333,,,569.5913449212942,19912860.0,2019,무,1110874,0.017925399280206394
201907상순,23100,무,20키로상자,상,8150.66666666666,8363.625,9132.125,11280.125,12147.696263027929,2019,상순,2019-07-01,무,무,7,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,30.20134228187915,0.6179515880789141,,,569.5913449212942,21832983.8,2019,무,1110874,0.019653879557897658
201907중순,23100,무,20키로상자,상,8929.77777777777,8150.66666666666,8804.77777777777,14501.3333333333,18756.20577254751,2019,중순,2019-07-11,무,무,7,11,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,71.83087248322143,0.6790212306585102,,,569.5913449212942,21452747.4,2019,무,1110874,0.019311593754107126
201907하순,23100,무,20키로상자,상,5794.66666666666,8929.77777777777,8363.625,20878.8888888888,23888.731580511536,2019,하순,2019-07-21,무,무,7,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,107.33691275167779,0.7498907820008738,,,569.5913449212942,22166976.39999999,2019,무,1110874,0.019954537058208214
201908상순,23100,무,20키로상자,상,6928.875,5794.66666666666,8150.66666666666,23968.5,30641.16756812925,2019,상순,2019-08-01,무,무,8,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,122.31006711409388,0.8086505996041449,,,569.5913449212942,20753218.8,2019,무,1110874,0.01868188363396749
201908중순,23100,무,20키로상자,상,8141.125,6928.875,8929.77777777777,20641.625,24089.52949759322,2019,중순,2019-08-11,무,무,8,11,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,155.38926174496635,0.8275803722504231,,,569.5913449212942,19767884.2,2019,무,1110874,0.01779489321021106
201908하순,23100,무,20키로상자,상,9616.4,8141.125,5794.66666666666,27820.6,36277.6083918624,2019,하순,2019-08-21,무,무,8,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,177.20268456375828,0.831306760300843,,,569.5913449212942,28903004.79999999,2019,무,1110874,0.026018256615961837
201909상순,23100,무,20키로상자,상,12056.0,9616.4,6928.875,22825.625,24353.88269746365,2019,상순,2019-09-01,무,무,9,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,225.7704697986576,0.8336740101445982,,,569.5913449212942,35019707.4,2019,무,1110874,0.03152446398061346
201909중순,23100,무,20키로상자,상,10907.2857142857,12056.0,8141.125,21872.5555555555,18947.440536074675,2019,중순,2019-09-11,무,무,9,11,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,230.64697986577167,0.8290441808492349,,,569.5913449212942,21980646.0,2019,무,1110874,0.019786803903953102
201909하순,23100,무,20키로상자,상,12324.625,10907.2857142857,9616.4,21683.0,16878.154667900948,2019,하순,2019-09-21,무,무,9,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,274.614765100671,0.8207157114342742,,,569.5913449212942,22063389.400000002,2019,무,1110874,0.019861288859042522
201910상순,23100,무,20키로상자,상,20287.5555555555,12324.625,12056.0,15611.2222222222,13196.985714911816,2019,상순,2019-10-01,무,무,10,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,331.52348993288575,0.80980271270037,,,569.5913449212942,24793978.0,2019,무,1110874,0.022319343147827745
201910중순,23100,무,20키로상자,상,18901.625,20287.5555555555,10907.2857142857,12331.8888888888,10081.699711148533,2019,중순,2019-10-11,무,무,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,330.62684563758376,0.7969126568603008,,,569.5913449212942,22649857.6,2019,무,1110874,0.020389222900166898
201910하순,23100,무,20키로상자,상,20094.5,18901.625,12324.625,8466.33333333333,6636.022677800592,2019,하순,2019-10-21,무,무,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,331.0791946308723,0.7825766470971952,,,569.5913449212942,30828807.99999999,2019,무,1110874,0.027751849444671482
201911상순,23100,무,20키로상자,상,18687.625,20094.5,20287.5555555555,6862.44444444444,6625.633386781637,2019,상순,2019-11-01,무,무,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,330.12885906040253,0.7653607840233034,,,569.5913449212942,31487420.4,2019,무,1110874,0.028344727124768425
201911중순,23100,무,20키로상자,상,19210.5555555555,18687.625,18901.625,5770.25,5435.132292982759,2019,중순,2019-11-11,무,무,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,333.15033557046957,0.7403566499063394,,,569.5913449212942,41361029.0,2019,무,1110874,0.03723287159479833
201911하순,23100,무,20키로상자,상,18696.6666666666,19210.5555555555,20094.5,5724.44444444444,5181.281294336983,2019,하순,2019-11-21,무,무,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.2093959731542,0.7136985115957079,,,569.5913449212942,40713080.2,2019,무,1110874,0.036649593203189564
201912상순,23100,무,20키로상자,상,22651.625,18696.6666666666,18687.625,7230.5,7237.399239480492,2019,상순,2019-12-01,무,무,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,259.2134228187918,0.6705624267181057,,,569.5913449212942,22902038.4,2019,무,1110874,0.020616234064349332
201912중순,23100,무,20키로상자,상,25629.1111111111,22651.625,19210.5555555555,7808.55555555555,7771.1538390624355,2019,중순,2019-12-11,무,무,12,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,244.63489932885892,0.6232876712328768,,,569.5913449212942,22940310.0,2019,무,1110874,0.020650685856361747
201912하순,23100,무,20키로상자,상,24146.3333333333,25629.1111111111,18696.6666666666,7535.22222222222,8031.219631476833,2019,하순,2019-12-21,무,무,12,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,213.4335570469797,0.5670170323768605,,,569.5913449212942,20076441.8,2019,무,1110874,0.018072654324432835
202001상순,23100,무,20키로상자,상,25478.8571428571,24146.3333333333,22651.625,7729.42857142857,7570.039665914925,2020,상순,2020-01-01,무,무,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,211.9261744966442,0.5302195366042133,,,574.4095716165505,23879426.2,2020,무,1178631,0.020260307254772698
202001중순,23100,무,20키로상자,상,19378.125,25478.8571428571,25629.1111111111,6801.375,6483.942310875901,2020,중순,2020-01-11,무,무,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,162.0120805369126,0.48391019887878656,,,574.4095716165505,29504997.0,2020,무,1178631,0.025033277590696325
202001하순,23100,무,20키로상자,상,17105.875,19378.125,24146.3333333333,7740.7,6881.028950889642,2020,하순,2020-01-21,무,무,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,171.20402684563743,0.4521605538485472,,,574.4095716165505,21437147.6,2020,무,1178631,0.01818817560373009
202002상순,23100,무,20키로상자,상,10902.25,17105.875,25478.8571428571,7894.8,7645.5332459651745,2020,상순,2020-02-01,무,무,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,125.93288590604014,0.418001659019623,,,574.4095716165505,22797479.6,2020,무,1178631,0.0193423383569582
202002중순,23100,무,20키로상자,상,11589.2222222222,10902.25,19378.125,8620.33333333333,7374.154085302873,2020,중순,2020-02-11,무,무,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,78.82147651006699,0.39284452519746627,,,574.4095716165505,24292714.4,2020,무,1178631,0.020610958306713466
202002하순,23100,무,20키로상자,상,9167.875,11589.2222222222,17105.875,8432.57142857143,7324.809564855657,2020,하순,2020-02-21,무,무,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,91.20805369127503,0.3786410179938363,,,574.4095716165505,25196242.2,2020,무,1178631,0.021377549207512784
202003상순,23100,무,20키로상자,상,10112.0,9167.875,10902.25,7993.875,7378.468455775659,2020,상순,2020-03-01,무,무,3,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,95.86711409395957,0.366089203793696,,,574.4095716165505,23431809.6,2020,무,1178631,0.01988053054772868
202003중순,23100,무,20키로상자,상,8490.55555555555,10112.0,11589.2222222222,7646.0,8118.845453639153,2020,중순,2020-03-11,무,무,3,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,93.83892617449649,0.36166972455061086,,,574.4095716165505,26348545.8,2020,무,1178631,0.022355211936560298
202003하순,23100,무,20키로상자,상,10133.0,8490.55555555555,9167.875,6669.55555555555,7912.259352200216,2020,하순,2020-03-21,무,무,3,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,88.99597315436228,0.3679373763929844,,,574.4095716165505,25361718.2,2020,무,1178631,0.02151794598988148
202004상순,23100,무,20키로상자,상,8164.55555555555,10133.0,10112.0,7174.22222222222,6777.630895984534,2020,상순,2020-04-01,무,무,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,86.30604026845623,0.3721891126235732,,,574.4095716165505,28447912.599999998,2020,무,1178631,0.024136402826669245
202004중순,23100,무,20키로상자,상,9708.875,8164.55555555555,8490.55555555555,8150.77777777777,7639.113883248877,2020,중순,2020-04-11,무,무,4,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,100.15033557046965,0.3867482728242221,,,574.4095716165505,20063733.4,2020,무,1178631,0.01702291336304577
202004하순,23100,무,20키로상자,상,10186.7777777777,9708.875,10133.0,9277.25,7613.4358263371505,2020,하순,2020-04-21,무,무,4,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,98.97852348993275,0.4021271050066861,,,574.4095716165505,24900909.92,2020,무,1178631,0.021126976907955078
202005상순,23100,무,20키로상자,상,9875.0,10186.7777777777,8164.55555555555,9761.55555555555,7949.9545071494895,2020,상순,2020-05-01,무,무,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,120.19194630872468,0.43198343884760065,,,574.4095716165505,19419012.0,2020,무,1178631,0.016475904672454737
202005중순,23100,무,20키로상자,상,8403.88888888888,9875.0,9708.875,9051.0,7130.441002339237,2020,중순,2020-05-11,무,무,5,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,119.69932885906026,0.45564881382362715,,,574.4095716165505,26043550.4,2020,무,1178631,0.022096441040495286
202005하순,23100,무,20키로상자,상,8992.0,8403.88888888888,10186.7777777777,8342.4,7309.734584326822,2020,하순,2020-05-21,무,무,5,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,121.29932885906027,0.4805904991670974,,,574.4095716165505,24694747.4,2020,무,1178631,0.02095205997466552
