YYYYMMSOON,품목코드 ,품목명_x,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,품목(품종)명,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비
201801상순,214.0,상추,2.0,청,상품,g,100.0,940.0,,693.0,657.0,1034.66666666666,2018,상순,2018-01-01,상추-청,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201801상순,214.0,상추,2.0,청,상품,g,100.0,940.0,,693.0,657.0,1034.66666666666,2018,상순,2018-01-01,상추-청,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201801상순,214.0,상추,2.0,청,상품,g,100.0,940.0,,693.0,657.0,1034.66666666666,2018,상순,2018-01-01,상추-청,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801중순,214.0,상추,2.0,청,상품,g,100.0,981.0,,682.0,643.0,921.666666666666,2018,중순,2018-01-11,상추-청,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201801하순,214.0,상추,2.0,청,상품,g,100.0,983.0,,796.0,658.0,850.0,2018,하순,2018-01-21,상추-청,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802상순,214.0,상추,2.0,청,상품,g,100.0,1009.0,,940.0,646.0,850.0,2018,상순,2018-02-01,상추-청,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
201802중순,214.0,상추,2.0,청,상품,g,100.0,1022.0,,981.0,594.0,844.666666666666,2018,중순,2018-02-11,상추-청,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,상추(청),,,,,,
