시점,품목명,품종명,등급,거래단위,평년 평균가격(원),평균가격(원),거래금액(도매),거래금액(산지)
201812상순,건고추,화건,상품,30 kg,390285.66666666616,599000.0000000003,1.0,1.0
201812중순,건고추,화건,상품,30 kg,386253.9999999999,600999.9999999999,1.0,1.0
201812하순,건고추,화건,상품,30 kg,383750.0000000001,600999.9999999999,1.0,1.0
201901상순,건고추,화건,상품,30 kg,381666.6666666663,598356.9999999998,1.0,1.0
201901중순,건고추,화건,상품,30 kg,380809.66666666575,593950.0,1.0,1.0
201901하순,건고추,화건,상품,30 kg,380000.0000000003,581377.9999999998,1.0,1.0
201902상순,건고추,화건,상품,30 kg,380000.0000000003,578600.0,1.0,1.0
201902중순,건고추,화건,상품,30 kg,376666.666666666,581725.0,1.0,1.0
201902하순,건고추,화건,상품,30 kg,376666.666666666,588600.0000000002,1.0,1.0
201903상순,건고추,화건,상품,30 kg,376666.666666666,588600.0000000002,1.0,1.0
201903중순,건고추,화건,상품,30 kg,375208.3333333331,588600.0000000002,1.0,1.0
201903하순,건고추,화건,상품,30 kg,372333.33333333285,585742.9999999995,1.0,1.0
201904상순,건고추,화건,상품,30 kg,371000.0000000002,578600.0,1.0,1.0
201904중순,건고추,화건,상품,30 kg,368143.0000000001,577171.0000000002,1.0,1.0
201904하순,건고추,화건,상품,30 kg,363761.99999999994,573600.0000000002,1.0,1.0
201905상순,건고추,화건,상품,30 kg,362999.99999999977,573600.0000000002,1.0,1.0
201905중순,건고추,화건,상품,30 kg,361666.6666666663,573600.0000000002,1.0,1.0
201905하순,건고추,화건,상품,30 kg,361666.6666666663,573044.0000000001,1.0,1.0
201906상순,건고추,화건,상품,30 kg,361999.99999999977,568600.0,1.0,1.0
201906중순,건고추,화건,상품,30 kg,364791.66666666616,567975.0000000001,1.0,1.0
201906하순,건고추,화건,상품,30 kg,365000.00000000023,563599.9999999997,1.0,1.0
201907상순,건고추,화건,상품,30 kg,366666.6666666657,561350.0000000001,1.0,1.0
201907중순,건고추,화건,상품,30 kg,368500.0000000001,560600.0000000002,1.0,1.0
201907하순,건고추,화건,상품,30 kg,363375.666666666,559349.9999999998,1.0,1.0
201908상순,건고추,화건,상품,30 kg,365916.6666666658,538742.9999999998,1.0,1.0
201908중순,건고추,화건,상품,30 kg,366475.99999999977,516733.00000000035,1.0,1.0
201908하순,건고추,화건,상품,30 kg,418140.8333333333,493366.49999999965,1.0,1.0
201909상순,건고추,화건,상품,30 kg,469805.666666666,469999.99999999994,1.0,1.0
201909중순,건고추,화건,상품,30 kg,500805.6666666659,469999.99999999994,1.0,1.0
201909하순,건고추,화건,상품,30 kg,503403.333333333,459999.9999999996,1.0,1.0
201910상순,건고추,화건,상품,30 kg,493227.9999999997,430000.0000000002,1.0,1.0
201910중순,건고추,화건,상품,30 kg,486603.333333333,430000.0000000002,1.0,1.0
201910하순,건고추,화건,상품,30 kg,482536.99999999965,431111.00000000006,1.0,1.0
201911상순,건고추,화건,상품,30 kg,477285.6666666658,432000.00000000006,1.0,1.0
201911중순,건고추,화건,상품,30 kg,473208.3333333326,432000.00000000006,1.0,1.0
201911하순,건고추,화건,상품,30 kg,473833.33333333326,433714.00000000035,1.0,1.0
201912상순,건고추,화건,상품,30 kg,476619.0000000002,435000.00000000035,1.0,1.0
201912중순,건고추,화건,상품,30 kg,473253.99999999965,435000.00000000035,1.0,1.0
201912하순,건고추,화건,상품,30 kg,467360.9999999997,429832.99999999965,1.0,1.0
202001상순,건고추,화건,상품,30 kg,464999.9999999997,401428.99999999994,1.0,1.0
202001중순,건고추,화건,상품,30 kg,464142.9999999999,400000.0000000002,1.0,1.0
202001하순,건고추,화건,상품,30 kg,460459.3333333332,398857.0000000003,1.0,1.0
202002상순,건고추,화건,상품,30 kg,459533.3333333328,396000.0000000003,1.0,1.0
202002중순,건고추,화건,상품,30 kg,460575.0000000003,396000.0000000003,1.0,1.0
202002하순,건고추,화건,상품,30 kg,460277.6666666658,401250.00000000023,1.0,1.0
202003상순,건고추,화건,상품,30 kg,454444.33333333343,399749.9999999998,1.0,1.0
202003중순,건고추,화건,상품,30 kg,458333.3333333333,399125.0000000002,1.0,1.0
202003하순,건고추,화건,상품,30 kg,455666.6666666658,403857.0000000001,1.0,1.0
202004상순,건고추,화건,상품,30 kg,454333.33333333326,406000.00000000023,1.0,1.0
202004중순,건고추,화건,상품,30 kg,451476.33333333285,406000.00000000023,1.0,1.0
202004하순,건고추,화건,상품,30 kg,448295.3333333332,406000.00000000023,1.0,1.0
202005상순,건고추,화건,상품,30 kg,447533.33333333285,406000.00000000023,1.0,1.0
202005중순,건고추,화건,상품,30 kg,446200.00000000023,406375.0000000001,1.0,1.0
202005하순,건고추,화건,상품,30 kg,446014.6666666659,408999.9999999997,1.0,1.0
202006상순,건고추,화건,상품,30 kg,444533.3333333328,428125.00000000035,1.0,1.0
202006중순,건고추,화건,상품,30 kg,444324.9999999997,446714.00000000023,1.0,1.0
202006하순,건고추,화건,상품,30 kg,442866.66666666616,453457.00000000023,1.0,1.0
202007상순,건고추,화건,상품,30 kg,442116.66666666575,451599.99999999977,1.0,1.0
202007중순,건고추,화건,상품,30 kg,439366.66666666605,451932.99999999965,1.0,1.0
202007하순,건고추,화건,상품,30 kg,435973.66666666575,453932.99999999994,1.0,1.0
202008상순,건고추,화건,상품,30 kg,430830.9999999999,472233.00000000035,1.0,1.0
202008중순,건고추,화건,상품,30 kg,422768.0000000003,656570.9999999999,1.0,1.0
202008하순,건고추,화건,상품,30 kg,1.0,703571.0000000001,1.0,1.0
202009상순,건고추,화건,상품,30 kg,476805.6666666656,905649.9999999994,1.0,1.0
202009중순,건고추,화건,상품,30 kg,511250.00000000006,890799.9999999995,1.0,1.0
202009하순,건고추,화건,상품,30 kg,508688.9999999996,815113.9999999998,1.0,1.0
202010상순,건고추,화건,상품,30 kg,490894.6666666658,806000.0000000002,1.0,1.0
202010중순,건고추,화건,상품,30 kg,485380.9999999999,807057.0000000006,1.0,1.0
202010하순,건고추,화건,상품,30 kg,482536.99999999965,819750.0000000002,1.0,1.0
202011상순,건고추,화건,상품,30 kg,477952.3333333328,830629.0000000002,1.0,1.0
202011중순,건고추,화건,상품,30 kg,473875.0000000003,825749.9999999998,1.0,1.0
202011하순,건고추,화건,상품,30 kg,475071.333333333,816466.9999999995,1.0,1.0
202012상순,건고추,화건,상품,30 kg,478999.9999999997,810371.0000000002,1.0,1.0
202012중순,건고추,화건,상품,30 kg,479111.00000000035,797800.0000000003,1.0,1.0
202012하순,건고추,화건,상품,30 kg,472305.3333333331,778150.0000000002,1.0,1.0
202101상순,건고추,화건,상품,30 kg,460476.33333333343,770400.0,1.0,1.0
202101중순,건고추,화건,상품,30 kg,460333.33333333285,770400.0,1.0,1.0
202101하순,건고추,화건,상품,30 kg,456744.99999999977,770400.0,1.0,1.0
202102상순,건고추,화건,상품,30 kg,454866.6666666657,770400.0,1.0,1.0
202102중순,건고추,화건,상품,30 kg,455908.3333333328,770400.0,1.0,1.0
202102하순,건고추,화건,상품,30 kg,457361.0000000001,770400.0,1.0,1.0
202103상순,건고추,화건,상품,30 kg,451027.6666666659,769686.0000000002,1.0,1.0
202103중순,건고추,화건,상품,30 kg,454708.3333333327,764028.9999999995,1.0,1.0
202103하순,건고추,화건,상품,30 kg,453619.0000000002,764000.0,1.0,1.0
202104상순,건고추,화건,상품,30 kg,453000.0,767800.0000000003,1.0,1.0
202104중순,건고추,화건,상품,30 kg,450143.00000000035,767800.0000000003,1.0,1.0
202104하순,건고추,화건,상품,30 kg,446961.9999999996,767800.0000000003,1.0,1.0
202105상순,건고추,화건,상품,30 kg,446200.00000000023,767800.0000000003,1.0,1.0
202105중순,건고추,화건,상품,30 kg,444991.66666666575,767800.0000000003,1.0,1.0
202105하순,건고추,화건,상품,30 kg,445681.3333333328,767800.0000000003,1.0,1.0
202106상순,건고추,화건,상품,30 kg,450574.99999999994,767800.0000000003,1.0,1.0
202106중순,건고추,화건,상품,30 kg,456563.0000000002,771132.9999999994,1.0,1.0
202106하순,건고추,화건,상품,30 kg,457352.3333333328,772800.0000000002,1.0,1.0
202107상순,건고추,화건,상품,30 kg,455983.3333333327,772800.0000000002,1.0,1.0
202107중순,건고추,화건,상품,30 kg,453344.33333333273,772800.0000000002,1.0,1.0
202107하순,건고추,화건,상품,30 kg,450617.99999999977,772800.0000000002,1.0,1.0
202108상순,건고추,화건,상품,30 kg,451575.33333333273,759943.0,1.0,1.0
202108중순,건고추,화건,상품,30 kg,488244.3333333328,732242.9999999999,1.0,1.0
202108하순,건고추,화건,상품,30 kg,1.0,601999.9999999998,1.0,1.0
202109상순,건고추,화건,상품,30 kg,594433.3333333329,599812.9999999997,1.0,1.0
202109중순,건고추,화건,상품,30 kg,596516.6666666663,587000.0,1.0,1.0
202109하순,건고추,화건,상품,30 kg,597022.3333333328,580750.0000000003,1.0,1.0
202110상순,건고추,화건,상품,30 kg,579339.0000000003,578400.0,1.0,1.0
202110중순,건고추,화건,상품,30 kg,578249.9999999998,562713.9999999998,1.0,1.0
202110하순,건고추,화건,상품,30 kg,582727.333333333,557999.9999999998,1.0,1.0
202111상순,건고추,화건,상품,30 kg,563202.3333333331,557999.9999999998,1.0,1.0
202111중순,건고추,화건,상품,30 kg,552944.3333333328,557999.9999999998,1.0,1.0
202111하순,건고추,화건,상품,30 kg,554071.3333333333,565143.0000000002,1.0,1.0
202112상순,건고추,화건,상품,30 kg,559000.0000000003,570500.0000000003,1.0,1.0
202112중순,건고추,화건,상품,30 kg,551999.9999999997,570500.0000000003,1.0,1.0
202112하순,건고추,화건,상품,30 kg,540555.3333333333,560777.9999999998,1.0,1.0
201801상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201801중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201801하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201802상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201802중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201802하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201803상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201803중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201803하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201804상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201804중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201804하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201805상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201805중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201805하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201806상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201806중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201806하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201807상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201807중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201807하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201808상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201808중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201808하순,건고추,햇산양건,상품,30 kg,484323.99999999977,915699.9999999999,1.0,1.0
201809상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201809중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201809하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201810상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201810중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201810하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201811상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201811중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201811하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201812상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201812중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201812하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201901상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201901중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201901하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201902상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201902중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201902하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201903상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201903중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201903하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201904상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201904중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201904하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201905상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201905중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201905하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201906상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201906중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201906하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201907상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201907중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201907하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201908상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201908중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201908하순,건고추,햇산양건,상품,30 kg,530301.666666666,592499.9999999995,1.0,1.0
201909상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201909중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201909하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201910상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201910중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201910하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201911상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201911중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201911하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201912상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201912중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201912하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202001상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202001중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202001하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202002상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202002중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202002하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202003상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202003중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202003하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202004상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202004중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202004하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202005상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202005중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202005하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202006상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202006중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202006하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202007상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202007중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202007하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202008상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202008중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202008하순,건고추,햇산양건,상품,30 kg,559039.666666666,1063399.9999999995,1.0,1.0
202009상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202009중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202009하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202010상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202010중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202010하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202011상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202011중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202011하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202012상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202012중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202012하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202101상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202101중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202101하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202102상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202102중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202102하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202103상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202103중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202103하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202104상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202104중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202104하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202105상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202105중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202105하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202106상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202106중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202106하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202107상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202107중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202107하순,건고추,햇산양건,상품,30 kg,1.0,800000.0000000003,1.0,1.0
202108상순,건고추,햇산양건,상품,30 kg,1.0,799570.9999999995,1.0,1.0
202108중순,건고추,햇산양건,상품,30 kg,1.0,766342.9999999999,1.0,1.0
202108하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202109상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202109중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202109하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202110상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202110중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202110하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202111상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202111중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202111하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202112상순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202112중순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
202112하순,건고추,햇산양건,상품,30 kg,1.0,1.0,1.0,1.0
201801상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201801중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201801하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201802상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201802중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201802하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201803상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201803중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201803하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201804상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201804중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201804하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201805상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201805중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201805하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201806상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201806중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201806하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201807상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201807중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201807하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201808상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201808중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201808하순,건고추,햇산화건,중품,30 kg,359800.0,740711.0000000005,1.0,1.0
201809상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201809중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201809하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201810상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201810중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201810하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201811상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201811중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201811하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201812상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201812중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201812하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201901상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201901중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201901하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201902상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201902중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201902하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201903상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201903중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201903하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201904상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201904중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201904하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201905상순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201905중순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
201905하순,건고추,햇산화건,중품,30 kg,1.0,1.0,1.0,1.0
