YYYYMMSOON,품목코드 ,품목명_x,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,품목(품종)명,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비,품목명,original_month
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,643000.0,286429.0,381666.666666666,2018,상순,2018-01-01,건고추-화건,1.0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801중순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,620000.0,285000.0,380809.666666666,2018,중순,2018-01-11,건고추-화건,1.0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,건고추(화건),,,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201801하순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590833.0,285000.0,380000.0,2018,하순,2018-01-21,건고추-화건,1.0,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,건고추(화건),1.7906040268456305,0.19189061763319182,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
201802상순,241.0,건고추,0.0,화건,상품,kg,30.0,590000.0,,590000.0,280000.0,380000.0,2018,상순,2018-02-01,건고추-화건,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,건고추(화건),2.0697986577181133,0.18170878459687118,,,,,,,,,,
