,YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
24,202109상순,21100,배추,10키로망대,상,11554.3333333333,9006.77777777777,10284.2857142857,19789.6666666666,15997.7222222222
25,202109중순,21100,배추,10키로망대,상,13765.2857142857,11554.3333333333,8024.77777777777,25820.875,15039.6804232804
26,202109하순,21100,배추,10키로망대,상,9141.5,13765.2857142857,9006.77777777777,24373.4444444444,16509.6898148148
27,202110상순,21100,배추,10키로망대,상,6351.25,9141.5,11554.3333333333,16984.5,14047.499074074
28,202110중순,21100,배추,10키로망대,상,4705.66666666666,6351.25,13765.2857142857,8203.625,7183.39351851851
29,202110하순,21100,배추,10키로망대,상,6465.66666666666,4705.66666666666,9141.5,6000.2,5808.54814814814
30,202111상순,21100,배추,10키로망대,상,9495.0,6465.66666666666,6351.25,5757.25,5840.30555555555
31,202111중순,21100,배추,10키로망대,상,10626.8888888888,9495.0,4705.66666666666,6674.33333333333,6978.47222222222
32,202111하순,21100,배추,10키로망대,상,9273.25,10626.8888888888,6465.66666666666,5541.625,6501.68981481481
33,202112상순,21100,배추,10키로망대,상,8281.77777777777,9273.25,9495.0,4002.22222222222,5969.17129629629
34,202112중순,21100,배추,10키로망대,상,7667.375,8281.77777777777,10626.8888888888,3782.125,5978.44907407407
35,202112하순,21100,배추,10키로망대,상,7763.2,7667.375,9273.25,3372.8,5828.82222222222
36,202201상순,21100,배추,10키로망대,상,7795.57142857142,7763.2,8281.77777777777,3315.16666666666,5982.81746031745
37,202201중순,21100,배추,10키로망대,상,7691.55555555555,7795.57142857142,7667.375,4904.55555555555,6308.50462962962
38,202201하순,21100,배추,10키로망대,상,7684.75,7691.55555555555,7763.2,5641.33333333333,6889.42592592592
39,202202상순,21100,배추,10키로망대,상,8355.0,7684.75,7795.57142857142,6297.33333333333,8040.14351851851
40,202202중순,21100,배추,10키로망대,상,8383.75,8355.0,7691.55555555555,8420.57142857143,8252.28306878307
41,202202하순,21100,배추,10키로망대,상,8567.14285714285,8383.75,7684.75,8894.33333333333,8550.53968253968
42,202203상순,21100,배추,10키로망대,상,8614.77777777777,8567.14285714285,8355.0,9310.88888888888,8488.61574074073
43,202203중순,21100,배추,10키로망대,상,9176.25,8614.77777777777,8383.75,9345.33333333333,8058.33333333333
44,202203하순,21100,배추,10키로망대,상,9703.9,9176.25,8567.14285714285,9392.55555555555,7643.66666666666
45,202204상순,21100,배추,10키로망대,상,10315.125,9703.9,8614.77777777777,9566.33333333333,7111.54166666666
46,202204중순,21100,배추,10키로망대,상,10429.4444444444,10315.125,9176.25,9217.75,7079.75925925926
47,202204하순,21100,배추,10키로망대,상,10479.7777777777,10429.4444444444,9703.9,8996.77777777777,7482.25925925926
48,202205상순,21100,배추,10키로망대,상,9817.875,10479.7777777777,10315.125,6507.125,5479.00462962963
49,202205중순,21100,배추,10키로망대,상,8768.22222222222,9817.875,10429.4444444444,4590.88888888888,4222.50462962962
50,202205하순,21100,배추,10키로망대,상,7693.66666666666,8768.22222222222,10479.7777777777,5712.77777777777,4409.22592592592
51,202206상순,21100,배추,10키로망대,상,8901.55555555555,7693.66666666666,9817.875,6225.66666666666,4941.38888888888
52,202206중순,21100,배추,10키로망대,상,8013.0,8901.55555555555,8768.22222222222,5418.375,5083.38425925925
53,202206하순,21100,배추,10키로망대,상,9065.0,8013.0,7693.66666666666,5138.0,5316.54166666666
54,202207상순,21100,배추,10키로망대,상,9905.125,9065.0,8901.55555555555,4671.66666666666,5225.12037037036
55,202207중순,21100,배추,10키로망대,상,14769.1111111111,9905.125,8013.0,4782.25,7461.22222222222
56,202207하순,21100,배추,10키로망대,상,17330.1111111111,14769.1111111111,9065.0,6819.3,10031.8111111111
57,202208상순,21100,배추,10키로망대,상,14042.4444444444,17330.1111111111,9905.125,10284.2857142857,10936.2619047619
58,202208중순,21100,배추,10키로망대,상,13403.1111111111,14042.4444444444,14769.1111111111,8024.77777777777,12989.8842592592
59,202208하순,21100,배추,10키로망대,상,16495.6666666666,13403.1111111111,17330.1111111111,9006.77777777777,13887.6259259259
60,202209상순,21100,배추,10키로망대,상,21026.625,16495.6666666666,14042.4444444444,11554.3333333333,13252.6111111111
61,202209중순,21100,배추,10키로망대,상,27456.1428571428,21026.625,13403.1111111111,13765.2857142857,13760.7089947089
62,202209하순,21100,배추,10키로망대,상,21651.0,27456.1428571428,16495.6666666666,9141.5,13399.1898148148
63,202210상순,21100,배추,10키로망대,상,17092.5,21651.0,21026.625,6351.25,12434.2907407407
64,202210중순,21100,배추,10키로망대,상,9403.77777777777,17092.5,27456.1428571428,4705.66666666666,6119.46759259259
65,202210하순,21100,배추,10키로망대,상,7601.11111111111,9403.77777777777,21651.0,6465.66666666666,5988.58518518518
66,202211상순,21100,배추,10키로망대,상,5895.22222222222,7601.11111111111,17092.5,9495.0,6532.05092592592
67,202211중순,21100,배추,10키로망대,상,5806.25,5895.22222222222,9403.77777777777,10626.8888888888,6978.47222222222
68,202211하순,21100,배추,10키로망대,상,5000.77777777777,5806.25,7601.11111111111,9273.25,6712.72685185185
69,202212상순,21100,배추,10키로망대,상,4451.88888888888,5000.77777777777,5895.22222222222,8281.77777777777,5946.13425925925
70,202212중순,21100,배추,10키로망대,상,4487.875,4451.88888888888,5806.25,7667.375,5667.57407407407
71,202212하순,21100,배추,10키로망대,상,4715.9,4487.875,5000.77777777777,7763.2,5476.44444444444
72,202101상순,23100,무,20키로상자,상,15453.6666666666,14112.3,8982.44444444444,25478.8571428571,0.0
73,202101중순,23100,무,20키로상자,상,14208.5555555555,15453.6666666666,12022.75,19378.125,0.0
74,202101하순,23100,무,20키로상자,상,11529.4444444444,14208.5555555555,14112.3,17105.875,0.0
75,202102상순,23100,무,20키로상자,상,9098.88888888888,11529.4444444444,15453.6666666666,10902.25,0.0
76,202102중순,23100,무,20키로상자,상,8339.71428571428,9098.88888888888,14208.5555555555,11589.2222222222,0.0
77,202102하순,23100,무,20키로상자,상,7570.66666666666,8339.71428571428,11529.4444444444,9167.875,0.0
78,202103상순,23100,무,20키로상자,상,7826.11111111111,7570.66666666666,9098.88888888888,10112.0,0.0
79,202103중순,23100,무,20키로상자,상,8207.88888888888,7826.11111111111,8339.71428571428,8490.55555555555,0.0
80,202103하순,23100,무,20키로상자,상,7181.88888888888,8207.88888888888,7570.66666666666,10133.0,0.0
81,202104상순,23100,무,20키로상자,상,7465.11111111111,7181.88888888888,7826.11111111111,8164.55555555555,0.0
82,202104중순,23100,무,20키로상자,상,8290.625,7465.11111111111,8207.88888888888,9708.875,0.0
83,202104하순,23100,무,20키로상자,상,8946.33333333333,8290.625,7181.88888888888,10186.7777777777,0.0
84,202105상순,23100,무,20키로상자,상,9051.875,8946.33333333333,7465.11111111111,9875.0,0.0
85,202105중순,23100,무,20키로상자,상,8165.22222222222,9051.875,8290.625,8403.88888888888,0.0
86,202105하순,23100,무,20키로상자,상,8496.88888888888,8165.22222222222,8946.33333333333,8992.0,0.0
87,202106상순,23100,무,20키로상자,상,9258.0,8496.88888888888,9051.875,11056.7777777777,0.0
88,202106중순,23100,무,20키로상자,상,8435.75,9258.0,8165.22222222222,11275.1111111111,0.0
89,202106하순,23100,무,20키로상자,상,9150.44444444444,8435.75,8496.88888888888,12730.75,0.0
90,202107상순,23100,무,20키로상자,상,12564.0,9150.44444444444,9258.0,11513.8888888888,0.0
91,202107중순,23100,무,20키로상자,상,9012.75,12564.0,8435.75,11745.75,0.0
92,202107하순,23100,무,20키로상자,상,11067.1,9012.75,9150.44444444444,10808.7,0.0
93,202108상순,23100,무,20키로상자,상,13885.2857142857,11067.1,12564.0,12764.7142857142,0.0
94,202108중순,23100,무,20키로상자,상,10580.6666666666,13885.2857142857,9012.75,13421.4444444444,0.0
95,202108하순,23100,무,20키로상자,상,10101.5555555555,10580.6666666666,11067.1,23336.4444444444,0.0
96,202109상순,23100,무,20키로상자,상,9531.0,10101.5555555555,13885.2857142857,23616.7777777777,0.0
97,202109중순,23100,무,20키로상자,상,10187.1428571428,9531.0,10580.6666666666,22132.625,0.0
98,202109하순,23100,무,20키로상자,상,8076.33333333333,10187.1428571428,10101.5555555555,24916.7777777777,0.0
99,202110상순,23100,무,20키로상자,상,7584.5,8076.33333333333,9531.0,20661.8333333333,0.0
100,202110중순,23100,무,20키로상자,상,8729.55555555555,7584.5,10187.1428571428,14746.125,0.0
101,202110하순,23100,무,20키로상자,상,10916.8888888888,8729.55555555555,8076.33333333333,11304.1,0.0
102,202111상순,23100,무,20키로상자,상,10744.4444444444,10916.8888888888,7584.5,11496.5,0.0
103,202111중순,23100,무,20키로상자,상,12581.1111111111,10744.4444444444,8729.55555555555,10245.1111111111,0.0
104,202111하순,23100,무,20키로상자,상,11107.375,12581.1111111111,10916.8888888888,8736.375,0.0
105,202112상순,23100,무,20키로상자,상,11457.6666666666,11107.375,10744.4444444444,8982.44444444444,0.0
106,202112중순,23100,무,20키로상자,상,10597.75,11457.6666666666,12581.1111111111,12022.75,0.0
107,202112하순,23100,무,20키로상자,상,10748.2,10597.75,11107.375,14112.3,0.0
108,202201상순,23100,무,20키로상자,상,10840.5714285714,10748.2,11457.6666666666,15453.6666666666,0.0
109,202201중순,23100,무,20키로상자,상,11261.2222222222,10840.5714285714,10597.75,14208.5555555555,0.0
110,202201하순,23100,무,20키로상자,상,12637.75,11261.2222222222,10748.2,11529.4444444444,0.0
111,202202상순,23100,무,20키로상자,상,10062.6666666666,12637.75,10840.5714285714,9098.88888888888,0.0
112,202202중순,23100,무,20키로상자,상,10841.5,10062.6666666666,11261.2222222222,8339.71428571428,0.0
113,202202하순,23100,무,20키로상자,상,11499.5714285714,10841.5,12637.75,7570.66666666666,0.0
114,202203상순,23100,무,20키로상자,상,10466.2222222222,11499.5714285714,10062.6666666666,7826.11111111111,0.0
115,202203중순,23100,무,20키로상자,상,9714.625,10466.2222222222,10841.5,8207.88888888888,0.0
116,202203하순,23100,무,20키로상자,상,9968.0,9714.625,11499.5714285714,7181.88888888888,0.0
117,202204상순,23100,무,20키로상자,상,9745.875,9968.0,10466.2222222222,7465.11111111111,0.0
118,202204중순,23100,무,20키로상자,상,9411.55555555555,9745.875,9714.625,8290.625,0.0
119,202204하순,23100,무,20키로상자,상,11303.7777777777,9411.55555555555,9968.0,8946.33333333333,0.0
120,202205상순,23100,무,20키로상자,상,13589.25,11303.7777777777,9745.875,9051.875,0.0
121,202205중순,23100,무,20키로상자,상,13568.6666666666,13589.25,9411.55555555555,8165.22222222222,0.0
122,202205하순,23100,무,20키로상자,상,14167.2222222222,13568.6666666666,11303.7777777777,8496.88888888888,0.0
123,202206상순,23100,무,20키로상자,상,13693.2222222222,14167.2222222222,13589.25,9258.0,0.0
124,202206중순,23100,무,20키로상자,상,13381.625,13693.2222222222,13568.6666666666,8435.75,0.0
125,202206하순,23100,무,20키로상자,상,14488.1111111111,13381.625,14167.2222222222,9150.44444444444,0.0
126,202207상순,23100,무,20키로상자,상,16167.625,14488.1111111111,13693.2222222222,12564.0,0.0
127,202207중순,23100,무,20키로상자,상,18460.4444444444,16167.625,13381.625,9012.75,0.0
128,202207하순,23100,무,20키로상자,상,21599.2222222222,18460.4444444444,14488.1111111111,11067.1,0.0
129,202208상순,23100,무,20키로상자,상,22569.3333333333,21599.2222222222,16167.625,13885.2857142857,0.0
130,202208중순,23100,무,20키로상자,상,20734.8888888888,22569.3333333333,18460.4444444444,10580.6666666666,0.0
131,202208하순,23100,무,20키로상자,상,22757.5555555555,20734.8888888888,21599.2222222222,10101.5555555555,0.0
132,202209상순,23100,무,20키로상자,상,28908.25,22757.5555555555,22569.3333333333,9531.0,0.0
133,202209중순,23100,무,20키로상자,상,25497.7142857142,28908.25,20734.8888888888,10187.1428571428,0.0
134,202209하순,23100,무,20키로상자,상,31412.0,25497.7142857142,22757.5555555555,8076.33333333333,0.0
135,202210상순,23100,무,20키로상자,상,34129.25,31412.0,28908.25,7584.5,0.0
136,202210중순,23100,무,20키로상자,상,22464.1111111111,34129.25,25497.7142857142,8729.55555555555,0.0
137,202210하순,23100,무,20키로상자,상,21770.7777777777,22464.1111111111,31412.0,10916.8888888888,0.0
138,202211상순,23100,무,20키로상자,상,13996.3333333333,21770.7777777777,34129.25,10744.4444444444,0.0
139,202211중순,23100,무,20키로상자,상,11933.375,13996.3333333333,22464.1111111111,12581.1111111111,0.0
140,202211하순,23100,무,20키로상자,상,10350.1111111111,11933.375,21770.7777777777,11107.375,0.0
141,202212상순,23100,무,20키로상자,상,11416.1111111111,10350.1111111111,13996.3333333333,11457.6666666666,0.0
142,202212중순,23100,무,20키로상자,상,11222.5,11416.1111111111,11933.375,10597.75,0.0
143,202212하순,23100,무,20키로상자,상,12959.2,11222.5,10350.1111111111,10748.2,0.0
144,201901상순,24400,양파,1키로,상,721.857142857142,650.0,648.75,1144.42857142857,1056.36309523809
145,201901중순,24400,양파,1키로,상,582.625,721.857142857142,695.666666666666,1041.22222222222,996.013888888888
146,201901하순,24400,양파,1키로,상,574.6,582.625,650.0,1036.44444444444,1019.64814814814
147,201902상순,24400,양파,1키로,상,610.4,574.6,721.857142857142,1045.77777777777,1052.62962962962
148,201902중순,24400,양파,1키로,상,645.333333333333,610.4,582.625,1098.16666666666,1033.76388888888
149,201902하순,24400,양파,1키로,상,593.428571428571,645.333333333333,574.6,922.142857142857,1031.65873015873
150,201903상순,24400,양파,1키로,상,668.375,593.428571428571,610.4,879.0,995.898148148148
151,201903중순,24400,양파,1키로,상,667.333333333333,668.375,645.333333333333,675.125,892.310185185185
152,201903하순,24400,양파,1키로,상,762.444444444444,667.333333333333,593.428571428571,644.0,909.922222222222
153,201904상순,24400,양파,1키로,상,1005.77777777777,762.444444444444,668.375,647.25,944.777777777777
154,201904중순,24400,양파,1키로,상,973.666666666666,1005.77777777777,667.333333333333,759.777777777777,834.069444444444
155,201904하순,24400,양파,1키로,상,729.25,973.666666666666,762.444444444444,954.375,812.444444444444
156,201905상순,24400,양파,1키로,상,725.666666666666,729.25,1005.77777777777,835.888888888888,753.513888888888
157,201905중순,24400,양파,1키로,상,488.625,725.666666666666,973.666666666666,592.5,636.166666666666
158,201905하순,24400,양파,1키로,상,498.5,488.625,729.25,553.4,600.318518518518
159,201906상순,24400,양파,1키로,상,464.5,498.5,725.666666666666,679.25,722.194444444444
160,201906중순,24400,양파,1키로,상,397.666666666666,464.5,488.625,741.888888888888,807.606481481481
161,201906하순,24400,양파,1키로,상,449.625,397.666666666666,498.5,658.777777777777,804.407407407407
162,201907상순,24400,양파,1키로,상,389.888888888888,449.625,464.5,697.375,853.75
163,201907중순,24400,양파,1키로,상,413.0,389.888888888888,397.666666666666,712.666666666666,858.444444444444
164,201907하순,24400,양파,1키로,상,426.666666666666,413.0,449.625,799.222222222222,917.148148148148
165,201908상순,24400,양파,1키로,상,538.375,426.666666666666,389.888888888888,910.875,1016.70833333333
166,201908중순,24400,양파,1키로,상,502.25,538.375,413.0,803.625,949.597222222222
167,201908하순,24400,양파,1키로,상,473.5,502.25,426.666666666666,809.9,942.829629629629
168,201909상순,24400,양파,1키로,상,495.625,473.5,538.375,789.875,960.425925925926
169,201909중순,24400,양파,1키로,상,538.857142857142,495.625,502.25,764.333333333333,963.466666666666
170,201909하순,24400,양파,1키로,상,494.0,538.857142857142,473.5,717.6,935.199999999999
171,201910상순,24400,양파,1키로,상,449.888888888888,494.0,495.625,807.888888888888,1016.27129629629
172,201910중순,24400,양파,1키로,상,510.0,449.888888888888,538.857142857142,708.0,947.703703703703
173,201910하순,24400,양파,1키로,상,522.6,510.0,494.0,713.777777777777,933.074074074074
174,201911상순,24400,양파,1키로,상,529.625,522.6,449.888888888888,724.111111111111,979.703703703703
175,201911중순,24400,양파,1키로,상,576.555555555555,529.625,510.0,719.625,975.958333333333
176,201911하순,24400,양파,1키로,상,641.444444444444,576.555555555555,522.6,677.222222222222,952.703703703703
177,201912상순,24400,양파,1키로,상,801.625,641.444444444444,529.625,648.75,935.5
178,201912중순,24400,양파,1키로,상,728.0,801.625,576.555555555555,695.666666666666,949.472222222222
179,201912하순,24400,양파,1키로,상,784.111111111111,728.0,641.444444444444,650.0,933.925925925926
180,202001상순,24400,양파,1키로,상,933.428571428571,784.111111111111,801.625,721.857142857142,1032.5238095238
181,202001중순,24400,양파,1키로,상,898.25,933.428571428571,728.0,582.625,940.097222222222
182,202001하순,24400,양파,1키로,상,929.75,898.25,784.111111111111,574.6,964.625925925925
183,202002상순,24400,양파,1키로,상,929.375,929.75,933.428571428571,610.4,1003.76296296296
184,202002중순,24400,양파,1키로,상,1014.77777777777,929.375,898.25,645.333333333333,1017.09722222222
185,202002하순,24400,양파,1키로,상,1489.875,1014.77777777777,929.75,593.428571428571,1031.65873015873
186,202003상순,24400,양파,1키로,상,1132.0,1489.875,929.375,668.375,995.898148148148
187,202003중순,24400,양파,1키로,상,1090.22222222222,1132.0,1014.77777777777,667.333333333333,892.310185185185
188,202003하순,24400,양파,1키로,상,1123.88888888888,1090.22222222222,1489.875,762.444444444444,949.403703703703
189,202004상순,24400,양파,1키로,상,1081.55555555555,1123.88888888888,1132.0,1005.77777777777,1064.28703703703
190,202004중순,24400,양파,1키로,상,986.125,1081.55555555555,1090.22222222222,973.666666666666,923.0
191,202004하순,24400,양파,1키로,상,909.888888888888,986.125,1123.88888888888,729.25,812.444444444444
192,202005상순,24400,양파,1키로,상,856.25,909.888888888888,1081.55555555555,725.666666666666,788.810185185185
193,202005중순,24400,양파,1키로,상,854.555555555555,856.25,986.125,488.625,636.166666666666
194,202005하순,24400,양파,1키로,상,709.0,854.555555555555,909.888888888888,498.5,600.318518518518
195,202006상순,24400,양파,1키로,상,613.333333333333,709.0,856.25,464.5,722.194444444444
196,202006중순,24400,양파,1키로,상,698.666666666666,613.333333333333,854.555555555555,397.666666666666,807.606481481481
197,202006하순,24400,양파,1키로,상,774.0,698.666666666666,709.0,449.625,804.407407407407
198,202007상순,24400,양파,1키로,상,664.333333333333,774.0,613.333333333333,389.888888888888,853.75
199,202007중순,24400,양파,1키로,상,796.875,664.333333333333,698.666666666666,413.0,858.444444444444
200,202007하순,24400,양파,1키로,상,899.8,796.875,774.0,426.666666666666,917.148148148147
201,202008상순,24400,양파,1키로,상,977.857142857142,899.8,664.333333333333,538.375,1016.70833333333
202,202008중순,24400,양파,1키로,상,1002.11111111111,977.857142857142,796.875,502.25,949.597222222222
203,202008하순,24400,양파,1키로,상,1009.33333333333,1002.11111111111,899.8,473.5,942.829629629629
204,202009상순,24400,양파,1키로,상,1102.44444444444,1009.33333333333,977.857142857142,495.625,960.425925925926
205,202009중순,24400,양파,1키로,상,1043.875,1102.44444444444,1002.11111111111,538.857142857142,963.466666666666
206,202009하순,24400,양파,1키로,상,1063.44444444444,1043.875,1009.33333333333,494.0,935.199999999999
207,202010상순,24400,양파,1키로,상,1245.16666666666,1063.44444444444,1102.44444444444,449.888888888888,1016.27129629629
208,202010중순,24400,양파,1키로,상,1169.125,1245.16666666666,1043.875,510.0,947.703703703703
209,202010하순,24400,양파,1키로,상,1221.1,1169.125,1063.44444444444,522.6,933.074074074073
210,202011상순,24400,양파,1키로,상,1283.375,1221.1,1245.16666666666,529.625,979.703703703703
211,202011중순,24400,양파,1키로,상,1296.44444444444,1283.375,1169.125,576.555555555555,975.958333333333
212,202011하순,24400,양파,1키로,상,1333.5,1296.44444444444,1221.1,641.444444444444,952.703703703703
213,202012상순,24400,양파,1키로,상,1294.22222222222,1333.5,1283.375,801.625,986.458333333333
214,202012중순,24400,양파,1키로,상,1289.875,1294.22222222222,1296.44444444444,728.0,960.249999999999
215,202012하순,24400,양파,1키로,상,1419.7,1289.875,1333.5,784.111111111111,978.629629629629
216,202101상순,24400,양파,1키로,상,1571.16666666666,1419.7,1294.22222222222,933.428571428571,1103.04761904761
217,202101중순,24400,양파,1키로,상,1707.22222222222,1571.16666666666,1289.875,898.25,1045.30555555555
218,202101하순,24400,양파,1키로,상,1691.44444444444,1707.22222222222,1419.7,929.75,1083.00925925925
219,202102상순,24400,양파,1키로,상,1752.11111111111,1691.44444444444,1571.16666666666,929.375,1110.08796296296
220,202102중순,24400,양파,1키로,상,2001.42857142857,1752.11111111111,1707.22222222222,1014.77777777777,1139.68981481481
221,202102하순,24400,양파,1키로,상,2021.16666666666,2001.42857142857,1691.44444444444,1489.875,1254.67261904761
222,202103상순,24400,양파,1키로,상,1825.0,2021.16666666666,1752.11111111111,1132.0,1127.48148148148
223,202103중순,24400,양파,1키로,상,1973.22222222222,1825.0,2001.42857142857,1090.22222222222,1032.5324074074
224,202103하순,24400,양파,1키로,상,1555.55555555555,1973.22222222222,2021.16666666666,1123.88888888888,1092.47777777777
225,202104상순,24400,양파,1키로,상,1348.88888888888,1555.55555555555,1825.0,1081.55555555555,1150.69444444444
226,202104중순,24400,양파,1키로,상,944.75,1348.88888888888,1973.22222222222,986.125,998.449074074074
227,202104하순,24400,양파,1키로,상,715.333333333333,944.75,1555.55555555555,909.888888888888,837.37037037037
228,202105상순,24400,양파,1키로,상,660.75,715.333333333333,1348.88888888888,856.25,805.935185185185
229,202105중순,24400,양파,1키로,상,522.888888888888,660.75,944.75,854.555555555555,669.388888888888
230,202105하순,24400,양파,1키로,상,548.888888888888,522.888888888888,715.333333333333,709.0,622.725925925925
231,202106상순,24400,양파,1키로,상,575.888888888888,548.888888888888,660.75,613.333333333333,656.231481481481
232,202106중순,24400,양파,1키로,상,694.625,575.888888888888,522.888888888888,698.666666666666,708.310185185185
233,202106하순,24400,양파,1키로,상,687.666666666666,694.625,548.888888888888,774.0,703.074074074074
234,202107상순,24400,양파,1키로,상,676.666666666666,687.666666666666,575.888888888888,664.333333333333,692.402777777777
235,202107중순,24400,양파,1키로,상,683.375,676.666666666666,694.625,796.875,726.291666666666
236,202107하순,24400,양파,1키로,상,735.5,683.375,687.666666666666,899.8,827.748148148148
237,202108상순,24400,양파,1키로,상,911.857142857142,735.5,676.666666666666,977.857142857142,919.952380952381
238,202108중순,24400,양파,1키로,상,873.888888888888,911.857142857142,683.375,1002.11111111111,870.467592592592
239,202108하순,24400,양파,1키로,상,874.0,873.888888888888,735.5,1009.33333333333,899.374074074074
240,202109상순,24400,양파,1키로,상,959.666666666666,874.0,911.857142857142,1102.44444444444,925.699074074074
241,202109중순,24400,양파,1키로,상,907.857142857142,959.666666666666,873.888888888888,1043.875,914.53611111111
242,202109하순,24400,양파,1키로,상,854.833333333333,907.857142857142,874.0,1063.44444444444,903.644444444444
243,202110상순,24400,양파,1키로,상,892.875,854.833333333333,959.666666666666,1245.16666666666,1010.06018518518
244,202110중순,24400,양파,1키로,상,900.333333333333,892.875,907.857142857142,1169.125,933.449074074074
245,202110하순,24400,양파,1키로,상,937.333333333333,900.333333333333,854.833333333333,1221.1,933.074074074074
246,202111상순,24400,양파,1키로,상,907.333333333333,937.333333333333,892.875,1283.375,979.703703703703
247,202111중순,24400,양파,1키로,상,908.666666666666,907.333333333333,900.333333333333,1296.44444444444,975.958333333333
248,202111하순,24400,양파,1키로,상,855.0,908.666666666666,937.333333333333,1333.5,952.703703703703
249,202112상순,24400,양파,1키로,상,816.333333333333,855.0,907.333333333333,1294.22222222222,986.458333333333
250,202112중순,24400,양파,1키로,상,734.875,816.333333333333,908.666666666666,1289.875,960.249999999999
251,202112하순,24400,양파,1키로,상,695.1,734.875,855.0,1419.7,978.629629629629
252,202201상순,24400,양파,1키로,상,658.0,695.1,816.333333333333,1571.16666666666,1103.04761904761
253,202201중순,24400,양파,1키로,상,541.333333333333,658.0,734.875,1707.22222222222,1045.30555555555
254,202201하순,24400,양파,1키로,상,524.0,541.333333333333,695.1,1691.44444444444,1083.00925925925
255,202202상순,24400,양파,1키로,상,528.166666666666,524.0,658.0,1752.11111111111,1110.08796296296
256,202202중순,24400,양파,1키로,상,438.75,528.166666666666,541.333333333333,2001.42857142857,1139.68981481481
257,202202하순,24400,양파,1키로,상,391.428571428571,438.75,524.0,2021.16666666666,1254.67261904761
258,202203상순,24400,양파,1키로,상,450.444444444444,391.428571428571,528.166666666666,1825.0,1127.48148148148
259,202203중순,24400,양파,1키로,상,416.125,450.444444444444,438.75,1973.22222222222,1032.5324074074
260,202203하순,24400,양파,1키로,상,392.9,416.125,391.428571428571,1555.55555555555,1147.29629629629
261,202204상순,24400,양파,1키로,상,492.0,392.9,450.444444444444,1348.88888888888,1145.4074074074
262,202204중순,24400,양파,1키로,상,624.555555555555,492.0,416.125,944.75,968.180555555555
263,202204하순,24400,양파,1키로,상,702.777777777777,624.555555555555,392.9,715.333333333333,815.379629629629
