,year,month,순,시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),n_holiday,계절,평년 평균가격(원)_whole,거래단위_num,평년 평균가격(원)_local,fill_source,순_num,plot_date
907,2018,01,중순,201801중순,상추,청,100 g,상품,0.0015437725110227585,0.0006529737738975216,1.0,겨울,0.0031580174902728084,0.1,0.0,original,2,2018-01-02
1360,2018,01,중순,201801중순,대파,대파(일반),1키로단,상,0.002382673444252924,0.0013642487776073112,1.0,겨울,0.005390187555427443,1.0,0.0,original,2,2018-01-02
605,2018,01,중순,201801중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1438372347493495,0.1438372347493495,1.0,겨울,,20.0,0.0,average,2,2018-01-02
1,2018,01,중순,201801중순,건고추,화건,30 kg,상품,0.6378482770326284,0.6513156869216595,1.0,겨울,,30.0,,original,2,2018-01-02
756,2018,01,중순,201801중순,무,무,20키로상자,상,0.009798288791398314,0.009798288791398314,1.0,겨울,0.0,20.0,0.0,average,2,2018-01-02
454,2018,01,중순,201801중순,배,신고,10 개,상품,0.05169097526781513,0.030819993909669424,1.0,겨울,0.007021777317305998,5.0,0.0,original,2,2018-01-02
303,2018,01,중순,201801중순,감자,감자 수미,20키로상자,상,0.03902608519577059,0.052906218114597066,1.0,겨울,0.0037446460586285893,20.0,0.0,original,2,2018-01-02
1058,2018,01,중순,201801중순,배추,배추,10키로망대,상,0.009946266976922438,0.0054453348644668215,1.0,겨울,0.0,10.0,0.0,original,2,2018-01-02
1210,2018,01,하순,201801하순,양파,양파,1키로,상,0.0019777037933254265,0.0007142207500582054,2.0,겨울,0.0,1.0,0.0,original,3,2018-01-03
1361,2018,01,하순,201801하순,대파,대파(일반),1키로단,상,0.0025464150698996644,0.0015956126053886758,2.0,겨울,0.0037815505950920736,1.0,0.0,original,3,2018-01-03
455,2018,01,하순,201801하순,배,신고,10 개,상품,0.052455324116853275,0.03085755217561165,2.0,겨울,0.006608178983874704,5.0,0.0,original,3,2018-01-03
2,2018,01,하순,201801하순,건고추,화건,30 kg,상품,0.6364921021938322,0.6513156869216595,2.0,겨울,,30.0,,original,3,2018-01-03
304,2018,01,하순,201801하순,감자,감자 수미,20키로상자,상,0.04223963828389571,0.055070482504660116,2.0,겨울,0.00370480144672348,20.0,0.0,original,3,2018-01-03
606,2018,01,하순,201801하순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1438372347493495,0.1438372347493495,2.0,겨울,,20.0,0.0,average,3,2018-01-03
153,2018,01,하순,201801하순,사과,후지,10 개,상품,0.03838661535274773,0.022383744586117117,2.0,겨울,0.007683362478503183,3.0,0.0,original,3,2018-01-03
757,2018,01,하순,201801하순,무,무,20키로상자,상,0.01125226009320095,0.01125226009320095,2.0,겨울,0.0,20.0,0.0,average,3,2018-01-03
908,2018,01,하순,201801하순,상추,청,100 g,상품,0.0014237323338546248,0.0006551830836588292,2.0,겨울,0.003232180011981507,0.1,0.0,original,3,2018-01-03
1059,2018,01,하순,201801하순,배추,배추,10키로망대,상,0.010460834550329793,0.007008912478316538,2.0,겨울,0.0,10.0,0.0,original,3,2018-01-03
305,2018,02,상순,201802상순,감자,감자 수미,20키로상자,상,0.04807839405226049,0.0607458310631652,1.0,겨울,0.004184603754994187,20.0,0.0,original,1,2018-02-01
909,2018,02,상순,201802상순,상추,청,100 g,상품,0.0014237323338546248,0.0006839041105558253,1.0,겨울,0.003205800450063174,0.1,0.0,original,1,2018-02-01
456,2018,02,상순,201802상순,배,신고,10 개,상품,0.05252343993831601,0.03062446999579372,1.0,겨울,0.005738138687034137,5.0,0.0,original,1,2018-02-01
758,2018,02,상순,201802상순,무,무,20키로상자,상,0.01986341310619006,0.01986341310619006,1.0,겨울,0.0,20.0,0.0,average,1,2018-02-01
1060,2018,02,상순,201802상순,배추,배추,10키로망대,상,0.010742848097969366,0.009447376757643998,1.0,겨울,0.0,10.0,0.0,original,1,2018-02-01
154,2018,02,상순,201802상순,사과,후지,10 개,상품,0.03923582981541161,0.022284325646858283,1.0,겨울,0.007413641150307168,3.0,0.0,original,1,2018-02-01
1211,2018,02,상순,201802상순,양파,양파,1키로,상,0.0019969164252990547,0.0007245308622776364,1.0,겨울,0.0,1.0,0.0,original,1,2018-02-01
1362,2018,02,상순,201802상순,대파,대파(일반),1키로단,상,0.003003943397365298,0.002364206923461286,1.0,겨울,0.006010193206064188,1.0,0.0,original,1,2018-02-01
3,2018,02,상순,201802상순,건고추,화건,30 kg,상품,0.6364921021938322,0.6513156869216595,1.0,겨울,,30.0,,original,1,2018-02-01
607,2018,02,상순,201802상순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1482718717677338,0.1482718717677338,1.0,겨울,,20.0,0.0,average,1,2018-02-01
155,2018,02,중순,201802중순,사과,후지,10 개,상품,0.03886230945017681,0.023627585981733184,5.0,겨울,0.007045431695011013,3.0,0.0,original,2,2018-02-02
306,2018,02,중순,201802중순,감자,감자 수미,20키로상자,상,0.04592773292422709,0.0648908643936715,5.0,겨울,0.004356368197781,20.0,0.0,original,2,2018-02-02
759,2018,02,중순,201802중순,무,무,20키로상자,상,0.021160523414939843,0.021160523414939843,5.0,겨울,0.0,20.0,0.0,average,2,2018-02-02
608,2018,02,중순,201802중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15101749147359855,0.15101749147359855,5.0,겨울,,20.0,0.0,average,2,2018-02-02
1363,2018,02,중순,201802중순,대파,대파(일반),1키로단,상,0.003312660234693299,0.0012680824332748537,5.0,겨울,0.005822987605187103,1.0,0.0,original,2,2018-02-02
1212,2018,02,중순,201802중순,양파,양파,1키로,상,0.001899186040748024,0.0007824025040807727,5.0,겨울,0.0,1.0,0.0,original,2,2018-02-02
4,2018,02,중순,201802중순,건고추,화건,30 kg,상품,0.6309088381394993,0.6513156869216595,5.0,겨울,,30.0,,original,2,2018-02-02
910,2018,02,중순,201802중순,상추,청,100 g,상품,0.0014147991113676926,0.0006982646240043236,5.0,겨울,0.0025761246627492174,0.1,0.0,original,2,2018-02-02
457,2018,02,중순,201802중순,배,신고,10 개,상품,0.052278892972736274,0.030824412529192043,5.0,겨울,0.0053696364381766075,5.0,0.0,original,2,2018-02-02
1061,2018,02,중순,201802중순,배추,배추,10키로망대,상,0.011890923385998665,0.007574925365220377,5.0,겨울,0.0,10.0,0.0,original,2,2018-02-02
1364,2018,02,하순,201802하순,대파,대파(일반),1키로단,상,0.003165285327259166,0.0011647445993203669,1.0,겨울,0.0054379838843333,1.0,0.0,original,3,2018-02-03
911,2018,02,하순,201802하순,상추,청,100 g,상품,0.001217709890249779,0.0005833805164163386,1.0,겨울,0.0021750419049952055,0.1,0.0,original,3,2018-02-03
458,2018,02,하순,201802하순,배,신고,10 개,상품,0.053544618933853365,0.03064214447388418,1.0,겨울,0.0064558050421152655,5.0,0.0,original,3,2018-02-03
156,2018,02,하순,201802하순,사과,후지,10 개,상품,0.038176684624304916,0.02328072434920792,1.0,겨울,0.00785691332133285,3.0,0.0,original,3,2018-02-03
5,2018,02,하순,201802하순,건고추,화건,30 kg,상품,0.6309088381394993,0.641189315630707,1.0,겨울,,30.0,,original,3,2018-02-03
760,2018,02,하순,201802하순,무,무,20키로상자,상,0.020807402071424286,0.020807402071424286,1.0,겨울,0.0,20.0,0.0,average,3,2018-02-03
1213,2018,02,하순,201802하순,양파,양파,1키로,상,0.002056462379554691,0.0005879569437790466,1.0,겨울,0.0,1.0,0.0,original,3,2018-02-03
609,2018,02,하순,201802하순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15101749147359855,0.15101749147359855,1.0,겨울,,20.0,0.0,average,3,2018-02-03
307,2018,02,하순,201802하순,감자,감자 수미,20키로상자,상,0.049208656069259185,0.06638625148639633,1.0,겨울,0.012837347318744809,20.0,0.0,original,3,2018-02-03
1062,2018,02,하순,201802하순,배추,배추,10키로망대,상,0.012233622804304976,0.0082858233835344,1.0,겨울,0.0,10.0,0.0,original,3,2018-02-03
912,2018,03,상순,201803상순,상추,청,100 g,상품,0.0010546785798632875,0.0003094261060142208,2.0,봄,0.0023664243219977807,0.1,0.0,original,1,2018-03-01
1214,2018,03,상순,201803상순,양파,양파,1키로,상,0.0020818285661253445,0.0005402989760708442,2.0,봄,0.0,1.0,0.0,original,1,2018-03-01
157,2018,03,상순,201803상순,사과,후지,10 개,상품,0.037881888282236195,0.023191247303874972,2.0,봄,0.008230631684051672,3.0,0.0,original,1,2018-03-01
1365,2018,03,상순,201803상순,대파,대파(일반),1키로단,상,0.0032055922841275858,0.0011445451957884185,2.0,봄,0.005136181952156055,1.0,0.0,original,1,2018-03-01
6,2018,03,상순,201803상순,건고추,화건,30 kg,상품,0.6309088381394993,0.6218578552192673,2.0,봄,,30.0,,original,1,2018-03-01
459,2018,03,상순,201803상순,배,신고,10 개,상품,0.05413756157642341,0.02987551398671051,2.0,봄,0.007453137801040051,5.0,0.0,original,1,2018-03-01
308,2018,03,상순,201803상순,감자,감자 수미,20키로상자,상,0.04910624970106263,0.07034430006059637,2.0,봄,0.00427442439556016,20.0,0.0,original,1,2018-03-01
761,2018,03,상순,201803상순,무,무,20키로상자,상,0.025922322387144432,0.025922322387144432,2.0,봄,0.0,20.0,0.0,average,1,2018-03-01
610,2018,03,상순,201803상순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15101749147359855,0.15101749147359855,2.0,봄,,20.0,0.0,average,1,2018-03-01
1063,2018,03,상순,201803상순,배추,배추,10키로망대,상,0.01260603316347183,0.008592373880018033,2.0,봄,0.0,10.0,0.0,original,1,2018-03-01
7,2018,03,중순,201803중순,건고추,화건,30 kg,상품,0.6284661601157296,0.634745863711854,2.0,봄,,30.0,,original,2,2018-03-02
1215,2018,03,중순,201803중순,양파,양파,1키로,상,0.001965060802055725,0.000315087462277571,2.0,봄,0.0,1.0,,original,2,2018-03-02
762,2018,03,중순,201803중순,무,무,20키로상자,상,0.020795388949597177,0.020795388949597177,2.0,봄,0.0,20.0,0.0,average,2,2018-03-02
611,2018,03,중순,201803중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15101749147359855,0.15101749147359855,2.0,봄,,20.0,0.0,average,2,2018-03-02
158,2018,03,중순,201803중순,사과,후지,10 개,상품,0.03738888606623875,0.02243014009110457,2.0,봄,0.007970239102794971,3.0,0.0,original,2,2018-03-02
913,2018,03,중순,201803중순,상추,청,100 g,상품,0.0010155957314829651,0.0002619259461461117,2.0,봄,0.0020721628108569473,0.1,0.0,original,2,2018-03-02
1064,2018,03,중순,201803중순,배추,배추,10키로망대,상,0.012049885781926511,0.0081818871948529,2.0,봄,0.0,10.0,0.0,original,2,2018-03-02
460,2018,03,중순,201803중순,배,신고,10 개,상품,0.05413923655563971,0.02999481671382111,2.0,봄,0.007378641944935046,5.0,0.0,original,2,2018-03-02
1366,2018,03,중순,201803중순,대파,대파(일반),1키로단,상,0.0030431813364138038,0.0010154386566120172,2.0,봄,0.004238940274464545,1.0,0.0,original,2,2018-03-02
309,2018,03,중순,201803중순,감자,감자 수미,20키로상자,상,0.0510093052539817,0.07780262296619228,2.0,봄,0.005721758268688976,20.0,0.0,original,2,2018-03-02
1367,2018,03,하순,201803하순,대파,대파(일반),1키로단,상,0.002874586923759844,0.0008078463881651707,1.0,봄,0.004135281416767349,1.0,0.0,original,3,2018-03-03
1216,2018,03,하순,201803하순,양파,양파,1키로,상,0.0020676873990010712,0.00028070507911722467,1.0,봄,0.0,1.0,0.0,original,3,2018-03-03
914,2018,03,하순,201803하순,상추,청,100 g,상품,0.0009726045982646091,0.0002575073266234969,1.0,봄,0.002096110458795821,0.1,0.0,original,3,2018-03-03
1065,2018,03,하순,201803하순,배추,배추,10키로망대,상,0.011178817493209975,0.008402238227171297,1.0,봄,0.0,10.0,0.0,original,3,2018-03-03
461,2018,03,하순,201803하순,배,신고,10 개,상품,0.05425983505921327,0.03043557401120194,1.0,봄,0.007372522470766014,5.0,0.0,original,3,2018-03-03
612,2018,03,하순,201803하순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.150810368683476,0.150810368683476,1.0,봄,,20.0,0.0,average,3,2018-03-03
310,2018,03,하순,201803하순,감자,감자 수미,20키로상자,상,0.0587291262694249,0.10141263266137995,1.0,봄,0.0040839125606867725,20.0,0.0,original,3,2018-03-03
763,2018,03,하순,201803하순,무,무,20키로상자,상,0.02089312329016301,0.02089312329016301,1.0,봄,0.0,20.0,0.0,average,3,2018-03-03
8,2018,03,하순,201803하순,건고추,화건,30 kg,상품,0.6236505948688684,0.634745863711854,1.0,봄,,30.0,,original,3,2018-03-03
159,2018,03,하순,201803하순,사과,후지,10 개,상품,0.03673285253985469,0.022539500924289288,1.0,봄,0.008046150744057477,3.0,0.0,original,3,2018-03-03
1217,2018,04,상순,201804상순,양파,양파,1키로,상,0.0021373200071986764,0.00028429520747934913,2.0,봄,0.0,1.0,0.0,original,1,2018-04-01
764,2018,04,상순,201804상순,무,무,20키로상자,상,0.020127901237962178,0.020127901237962178,2.0,봄,0.0,20.0,0.0,average,1,2018-04-01
311,2018,04,상순,201804상순,감자,감자 수미,20키로상자,상,0.05719850854887676,0.1267457382721553,2.0,봄,0.004511405463882811,20.0,0.0,original,1,2018-04-01
462,2018,04,상순,201804상순,배,신고,10 개,상품,0.0534256954094961,0.03064214447388418,2.0,봄,0.007380140592097229,5.0,0.0,original,1,2018-04-01
1368,2018,04,상순,201804상순,대파,대파(일반),1키로단,상,0.00303959098744553,0.0005790999787538055,2.0,봄,0.004754267629172689,1.0,0.0,original,1,2018-04-01
1066,2018,04,상순,201804상순,배추,배추,10키로망대,상,0.01092087999933994,0.007857947151101202,2.0,봄,0.0,10.0,0.0,original,1,2018-04-01
613,2018,04,상순,201804상순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1502757157212396,0.1502757157212396,2.0,봄,,20.0,0.0,average,1,2018-04-01
160,2018,04,상순,201804상순,사과,후지,10 개,상품,0.03671833605331338,0.020578738511128968,2.0,봄,0.008249616565740355,3.0,0.0,original,1,2018-04-01
9,2018,04,상순,201804상순,건고추,화건,30 kg,상품,0.6214172892471362,0.634745863711854,2.0,봄,,30.0,,original,1,2018-04-01
915,2018,04,상순,201804상순,상추,청,100 g,상품,0.0009932626752656383,0.0003304145487466412,2.0,봄,0.0022017647392988623,0.1,0.0,original,1,2018-04-01
916,2018,04,중순,201804중순,상추,청,100 g,상품,0.0010334621764568276,0.000316054035298143,1.0,봄,0.002350658922169193,0.1,0.0,original,2,2018-04-02
161,2018,04,중순,201804중순,사과,후지,10 개,상품,0.03727275417390853,0.020787518283572518,1.0,봄,0.008494001470712893,3.0,0.0,original,2,2018-04-02
765,2018,04,중순,201804중순,무,무,20키로상자,상,0.021670014793783544,0.021670014793783544,1.0,봄,0.0,20.0,0.0,average,2,2018-04-02
1067,2018,04,중순,201804중순,배추,배추,10키로망대,상,0.010661490856815758,0.007392718679628113,1.0,봄,0.0,10.0,0.0,original,2,2018-04-02
1218,2018,04,중순,201804중순,양파,양파,1키로,상,0.0017796886809184926,0.0004085995664106856,1.0,봄,0.0,1.0,0.0,original,2,2018-04-02
10,2018,04,중순,201804중순,건고추,화건,30 kg,상품,0.6166318736261683,0.634745863711854,1.0,봄,,30.0,,original,2,2018-04-02
1369,2018,04,중순,201804중순,대파,대파(일반),1키로단,상,0.0027473924140687437,0.0004391616847754383,1.0,봄,0.0033498335800133125,1.0,0.0,original,2,2018-04-02
312,2018,04,중순,201804중순,감자,감자 수미,20키로상자,상,0.05441399518338005,0.12001707060008841,1.0,봄,0.005304179112956758,20.0,0.0,original,2,2018-04-02
614,2018,04,중순,201804중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1564303003888017,0.1564303003888017,1.0,봄,,20.0,0.0,average,2,2018-04-02
463,2018,04,중순,201804중순,배,신고,10 개,상품,0.05392874750079134,0.030654295677571372,1.0,봄,0.007948731793439526,5.0,0.0,original,2,2018-04-02
766,2018,04,하순,201804하순,무,무,20키로상자,상,0.02572366861777358,0.02572366861777358,2.0,봄,0.0,20.0,0.0,average,3,2018-04-03
162,2018,04,하순,201804하순,사과,후지,10 개,상품,0.03779758099501584,0.02072786692001722,2.0,봄,0.008845570871090197,3.0,0.0,original,3,2018-04-03
313,2018,04,하순,201804하순,감자,감자 수미,20키로상자,상,0.05603801936065041,0.10830518202196275,2.0,봄,0.005199897030655929,20.0,0.0,original,3,2018-04-03
1370,2018,04,하순,201804하순,대파,대파(일반),1키로단,상,0.00276979526108675,0.000675895362671086,2.0,봄,0.004328638332647204,1.0,0.0,original,3,2018-04-03
464,2018,04,하순,201804하순,배,신고,10 개,상품,0.05464563860536755,0.030255515265655383,2.0,봄,0.008139815063705884,5.0,0.0,original,3,2018-04-03
615,2018,04,하순,201804하순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1564303003888017,0.1564303003888017,2.0,봄,,20.0,0.0,average,3,2018-04-03
11,2018,04,하순,201804하순,건고추,화건,30 kg,상품,0.60929378967956,0.634745863711854,2.0,봄,,30.0,,original,3,2018-04-03
917,2018,04,하순,201804하순,상추,청,100 g,상품,0.0010172707106992647,0.0003547169561210226,2.0,봄,0.0022635448248337375,0.1,0.0,original,3,2018-04-03
1068,2018,04,하순,201804하순,배추,배추,10키로망대,상,0.011466147770512705,0.006901177942595015,2.0,봄,0.0,10.0,0.0,original,3,2018-04-03
1219,2018,04,하순,201804하순,양파,양파,1키로,상,0.001360827558842485,0.000623562337700117,2.0,봄,0.0,1.0,0.0,original,3,2018-04-03
12,2018,05,상순,201805상순,건고추,화건,30 kg,상품,0.6057043092190301,0.634745863711854,3.0,봄,,30.0,,original,1,2018-05-01
616,2018,05,상순,201805상순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.1564303003888017,0.1564303003888017,3.0,봄,,20.0,0.0,average,1,2018-05-01
465,2018,05,상순,201805상순,배,신고,10 개,상품,0.05523299798388332,0.030657609642213333,3.0,봄,0.00804900490307006,5.0,0.0,original,1,2018-05-01
1069,2018,05,상순,201805상순,배추,배추,10키로망대,상,0.00975205468769919,0.005743714421674503,3.0,봄,0.0,10.0,0.0,original,1,2018-05-01
314,2018,05,상순,201805상순,감자,감자 수미,20키로상자,상,0.05889032285720676,0.08192967497003004,3.0,봄,0.0055155439244988615,20.0,0.0,original,1,2018-05-01
918,2018,05,상순,201805상순,상추,청,100 g,상품,0.001023970627564463,0.0003502983365984078,3.0,봄,0.0022705324439982588,0.1,0.0,original,1,2018-05-01
767,2018,05,상순,201805상순,무,무,20키로상자,상,0.02737752108325887,0.02737752108325887,3.0,봄,0.0,20.0,0.0,average,1,2018-05-01
1220,2018,05,상순,201805상순,양파,양파,1키로,상,0.001333647919244661,0.0004926760767715503,3.0,봄,0.0,1.0,0.0,original,1,2018-05-01
1371,2018,05,상순,201805상순,대파,대파(일반),1키로단,상,0.0028650441949469854,0.0009545445563159819,3.0,봄,0.005659532593472154,1.0,0.0,original,1,2018-05-01
163,2018,05,상순,201805상순,사과,후지,10 개,상품,0.03785564694118078,0.02063949452956492,3.0,봄,0.009085788645211835,3.0,0.0,original,1,2018-05-01
466,2018,05,중순,201805중순,배,신고,10 개,상품,0.055838223807372835,0.030817784599908117,2.0,봄,0.008015485627256288,5.0,0.0,original,2,2018-05-02
315,2018,05,중순,201805중순,감자,감자 수미,20키로상자,상,0.06361301205743083,0.05584056503833582,2.0,봄,0.006338009955686687,20.0,0.0,original,2,2018-05-02
164,2018,05,중순,201805중순,사과,후지,10 개,상품,0.03812141031016703,0.02049478474019929,2.0,봄,0.009520601606379377,3.0,0.0,original,2,2018-05-02
13,2018,05,중순,201805중순,건고추,화건,30 kg,상품,0.6018758650569742,0.634745863711854,2.0,봄,,30.0,,original,2,2018-05-02
919,2018,05,중순,201805중순,상추,청,100 g,상품,0.0010719866984317174,0.0003116354157755282,2.0,봄,0.0017645262890891886,0.1,0.0,original,2,2018-05-02
1372,2018,05,중순,201805중순,대파,대파(일반),1키로단,상,0.002548302523331362,0.0005454080048938677,2.0,봄,0.0040193897834912805,1.0,0.0,original,2,2018-05-02
1070,2018,05,중순,201805중순,배추,배추,10키로망대,상,0.011714789129732294,0.004713408951460361,2.0,봄,0.0,10.0,0.0,original,2,2018-05-02
1221,2018,05,중순,201805중순,양파,양파,1키로,상,0.0012896719602833882,0.00022381535276355902,2.0,봄,0.0,1.0,0.0,original,2,2018-05-02
617,2018,05,중순,201805중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15320802210193485,0.15320802210193485,2.0,봄,,20.0,0.0,average,2,2018-05-02
768,2018,05,중순,201805중순,무,무,20키로상자,상,0.024620394555720695,0.024620394555720695,2.0,봄,0.0,20.0,0.0,average,2,2018-05-02
1222,2018,05,하순,201805하순,양파,양파,1키로,상,0.0012362587341636147,0.0001806233469299993,2.0,봄,0.0,1.0,0.0,original,3,2018-05-03
1373,2018,05,하순,201805하순,대파,대파(일반),1키로단,상,0.0025321715429343973,0.0010995857421458128,2.0,봄,0.004329511874860105,1.0,0.0,original,3,2018-05-03
920,2018,05,하순,201805하순,상추,청,100 g,상품,0.0010222956483481635,0.00034035644267252444,2.0,봄,0.0017130739028614398,0.1,0.0,original,3,2018-05-03
316,2018,05,하순,201805하순,감자,감자 수미,20키로상자,상,0.04748662234423505,0.045410275573343505,2.0,봄,0.004614385119378638,20.0,0.0,original,3,2018-05-03
467,2018,05,하순,201805하순,배,신고,10 개,상품,0.05681864497531362,0.030697377217916866,2.0,봄,0.008829557994417923,5.0,0.0,original,3,2018-05-03
618,2018,05,하순,201805하순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15256400830651376,0.15256400830651376,2.0,봄,,20.0,0.0,average,3,2018-05-03
165,2018,05,하순,201805하순,사과,후지,10 개,상품,0.03858482122667663,0.02020536516146802,2.0,봄,0.010073619231925372,3.0,0.0,original,3,2018-05-03
769,2018,05,하순,201805하순,무,무,20키로상자,상,0.014151856415485742,0.014151856415485742,2.0,봄,0.0,20.0,0.0,average,3,2018-05-03
14,2018,05,하순,201805하순,건고추,화건,30 kg,상품,0.6018758650569742,0.634745863711854,2.0,봄,,30.0,,original,3,2018-05-03
1071,2018,05,하순,201805하순,배추,배추,10키로망대,상,0.009303237803065004,0.0037346294944571494,2.0,봄,0.0,10.0,0.0,original,3,2018-05-03
770,2018,06,상순,201806상순,무,무,20키로상자,상,0.014047052283683721,0.014047052283683721,3.0,여름,0.0,20.0,0.0,average,1,2018-06-01
1072,2018,06,상순,201806상순,배추,배추,10키로망대,상,0.00744011034266786,0.0032645159936229512,3.0,여름,0.0,10.0,0.0,original,1,2018-06-01
468,2018,06,상순,201806상순,배,신고,10 개,상품,0.05794311435585601,0.030267666469342574,3.0,여름,0.009222465276452724,5.0,0.0,original,1,2018-06-01
166,2018,06,상순,201806상순,사과,후지,10 개,상품,0.038681970021222006,0.020577633856248317,3.0,여름,0.010254316007213117,3.0,0.0,original,1,2018-06-01
15,2018,06,상순,201806상순,건고추,화건,30 kg,상품,0.6024341914624067,0.6527738313641224,3.0,여름,,30.0,,original,1,2018-06-01
1223,2018,06,상순,201806상순,양파,양파,1키로,상,0.0013878365987053155,0.0003196441636602676,3.0,여름,0.0,1.0,0.0,original,1,2018-06-01
317,2018,06,상순,201806상순,감자,감자 수미,20키로상자,상,0.03987279494414337,0.027254444118639445,3.0,여름,0.0036846428979296526,20.0,0.0,original,1,2018-06-01
1374,2018,06,상순,201806상순,대파,대파(일반),1키로단,상,0.0022154624403591,0.000935765423344869,3.0,여름,0.004325198642948035,1.0,0.0,original,1,2018-06-01
619,2018,06,상순,201806상순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15256400830651376,0.15256400830651376,3.0,여름,,20.0,0.0,average,1,2018-06-01
921,2018,06,상순,201806상순,상추,청,100 g,상품,0.0010178290371046972,0.00038785660254063355,3.0,여름,0.0018851529105422698,0.1,0.0,original,1,2018-06-01
167,2018,06,중순,201806중순,사과,후지,10 개,상품,0.03962330834078236,0.02139949708745467,2.0,여름,0.009855843767509392,3.0,0.0,original,2,2018-06-02
620,2018,06,중순,201806중순,깐마늘(국산),깐마늘(국산),20 kg,상품,0.15193269804222015,0.15193269804222015,2.0,여름,,20.0,0.0,average,2,2018-06-02
1224,2018,06,중순,201806중순,양파,양파,1키로,상,0.0015266117285890975,0.00038883851799010255,2.0,여름,0.0,1.0,0.0,original,2,2018-06-02
1375,2018,06,중순,201806중순,대파,대파(일반),1키로단,상,0.0020405822029239675,0.0008384330544161499,2.0,여름,0.004015275497579763,1.0,0.0,original,2,2018-06-02
469,2018,06,중순,201806중순,배,신고,10 개,상품,0.05873537952516569,0.030327317832897875,2.0,여름,0.009399627171247685,5.0,0.0,original,2,2018-06-02
771,2018,06,중순,201806중순,무,무,20키로상자,상,0.011509644680393262,0.011509644680393262,2.0,여름,0.0,20.0,0.0,average,2,2018-06-02
1073,2018,06,중순,201806중순,배추,배추,10키로망대,상,0.007712612401186308,0.004069057622603493,2.0,여름,0.0,10.0,0.0,original,2,2018-06-02
16,2018,06,중순,201806중순,건고추,화건,30 kg,상품,0.6071101751079103,0.6618253734561989,2.0,여름,,30.0,,original,2,2018-06-02
318,2018,06,중순,201806중순,감자,감자 수미,20키로상자,상,0.03436479639107735,0.025821062356417804,2.0,여름,0.008824058123191524,20.0,0.0,original,2,2018-06-02
922,2018,06,중순,201806중순,상추,청,100 g,상품,0.001042395398943758,0.0003414610975531782,2.0,여름,0.001968504024590962,0.1,0.0,original,2,2018-06-02
772,2018,06,하순,201806하순,무,무,20키로상자,상,0.01219796741047169,0.01219796741047169,1.0,여름,0.0,20.0,0.0,average,3,2018-06-03
