,year,month,순,시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),계절,평년 평균가격(원)_whole,거래단위_num,평년 평균가격(원)_local,mean_평균가격(원)_multiplied,fill_source
690,2021,03,상순,202103상순,깐마늘(국산),깐마늘(국산),20 kg,상품,2872000.0,143600.0,봄,,20.0,405.1761666987778,2872000.0,average
691,2021,03,중순,202103중순,깐마늘(국산),깐마늘(국산),20 kg,상품,2900000.0,145000.0,봄,,20.0,549.0045733528673,2900000.0,average
692,2021,03,하순,202103하순,깐마늘(국산),깐마늘(국산),20 kg,상품,2918750.0,145937.5,봄,,20.0,1471.999580392377,2918750.0,average
693,2021,04,상순,202104상순,깐마늘(국산),깐마늘(국산),20 kg,상품,2924290.0,146214.5,봄,,20.0,1534.8889805341098,2924290.0,average
694,2021,04,중순,202104중순,깐마늘(국산),깐마늘(국산),20 kg,상품,2946290.0,147314.5,봄,,20.0,1494.3684681181978,2946290.0,average
695,2021,04,하순,202104하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3107000.0,155350.0,봄,,20.0,1663.2080651951574,3107000.0,average
696,2021,05,상순,202105상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3068000.0,153400.0,봄,0.0,20.0,1493.775854714126,3068000.0,average
697,2021,05,중순,202105중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3022860.0,151143.0,봄,0.0,20.0,1298.9108746111556,3022860.0,average
698,2021,05,하순,202105하순,깐마늘(국산),깐마늘(국산),20 kg,상품,2981710.0,149085.5,봄,0.0,20.0,1125.004996189536,2981710.0,average
699,2021,06,상순,202106상순,깐마늘(국산),깐마늘(국산),20 kg,상품,2965000.0,148250.0,여름,0.0,20.0,1169.3272841284772,2965000.0,average
700,2021,06,중순,202106중순,깐마늘(국산),깐마늘(국산),20 kg,상품,2930000.0,146500.0,여름,0.0,20.0,1166.7057767647682,2930000.0,average
701,2021,06,하순,202106하순,깐마늘(국산),깐마늘(국산),20 kg,상품,2907915.0,145395.75,여름,0.0,20.0,856.5141105269603,2907915.0,average
702,2021,07,상순,202107상순,깐마늘(국산),깐마늘(국산),20 kg,상품,2912355.0,145617.75,여름,0.0,20.0,933.4436896746811,2912355.0,average
703,2021,07,중순,202107중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3244140.0,162207.0,여름,0.0,20.0,858.6107940317153,3244140.0,average
704,2021,07,하순,202107하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3249000.0,162450.0,여름,0.0,20.0,925.7234285010035,3249000.0,average
705,2021,08,상순,202108상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3259710.0,162985.5,여름,0.0,20.0,984.7801084312616,3259710.0,average
706,2021,08,중순,202108중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3229150.0,161457.5,여름,0.0,20.0,898.6826513452861,3229150.0,average
707,2021,08,하순,202108하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3222000.0,161100.0,여름,0.0,20.0,911.3673835516321,3222000.0,average
708,2021,09,상순,202109상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3175000.0,158750.0,가을,0.0,20.0,915.9681369622779,3175000.0,average
709,2021,09,중순,202109중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3160000.0,158000.0,가을,0.0,20.0,720.0546989277492,3160000.0,average
710,2021,09,하순,202109하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3160000.0,158000.0,가을,0.0,20.0,805.2364438177983,3160000.0,average
711,2021,10,상순,202110상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3160000.0,158000.0,가을,0.0,20.0,730.7776347139315,3160000.0,average
712,2021,10,중순,202110중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3161710.0,158085.5,가을,0.0,20.0,835.4408228563861,3161710.0,average
713,2021,10,하순,202110하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3162000.0,158100.0,가을,0.0,20.0,1223.4866679785243,3162000.0,average
714,2021,11,상순,202111상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3192000.0,159600.0,가을,0.0,20.0,1114.2997657426436,3192000.0,average
715,2021,11,중순,202111중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3344000.0,167200.0,가을,0.0,20.0,1260.3051908649918,3344000.0,average
716,2021,11,하순,202111하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3382000.0,169100.0,가을,0.0,20.0,1236.341657693505,3382000.0,average
717,2021,12,상순,202112상순,깐마늘(국산),깐마늘(국산),20 kg,상품,3382000.0,169100.0,겨울,0.0,20.0,1174.0126592314202,3382000.0,average
718,2021,12,중순,202112중순,깐마늘(국산),깐마늘(국산),20 kg,상품,3382000.0,169100.0,겨울,0.0,20.0,1297.8012020943368,3382000.0,average
719,2021,12,하순,202112하순,깐마늘(국산),깐마늘(국산),20 kg,상품,3360670.0,168033.5,겨울,0.0,20.0,1537.4415356094935,3360670.0,average
