,year,month,순,시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),n_holiday,계절,평년 평균가격(원)_whole,거래단위_num,평년 평균가격(원)_local,fill_source
770,2018,06,상순,201806상순,무,무,20키로상자,상,0.014047052283683721,0.014047052283683721,3.0,여름,0.0,20.0,0.0,average
771,2018,06,중순,201806중순,무,무,20키로상자,상,0.011509644680393262,0.011509644680393262,2.0,여름,0.0,20.0,0.0,average
772,2018,06,하순,201806하순,무,무,20키로상자,상,0.01219796741047169,0.01219796741047169,1.0,여름,0.0,20.0,0.0,average
773,2018,07,상순,201807상순,무,무,20키로상자,상,0.012029952471610065,0.012029952471610065,2.0,여름,0.0,20.0,0.0,average
774,2018,07,중순,201807중순,무,무,20키로상자,상,0.015588275978629067,0.015588275978629067,1.0,여름,0.0,20.0,0.0,average
775,2018,07,하순,201807하순,무,무,20키로상자,상,0.02263327384971357,0.02263327384971357,2.0,여름,0.0,20.0,0.0,average
776,2018,08,상순,201808상순,무,무,20키로상자,상,0.02604622784292446,0.02604622784292446,1.0,여름,0.0,20.0,0.0,average
777,2018,08,중순,201808중순,무,무,20키로상자,상,0.02237117913684968,0.02237117913684968,3.0,여름,0.0,20.0,0.0,average
778,2018,08,하순,201808하순,무,무,20키로상자,상,0.030301468908690576,0.030301468908690576,1.0,여름,0.0,20.0,0.0,average
779,2018,09,상순,201809상순,무,무,20키로상자,상,0.024783745396197362,0.024783745396197362,2.0,가을,0.0,20.0,0.0,average
780,2018,09,중순,201809중순,무,무,20키로상자,상,0.023730932582789833,0.023730932582789833,1.0,가을,0.0,20.0,0.0,average
781,2018,09,하순,201809하순,무,무,20키로상자,상,0.023521539113190427,0.023521539113190427,5.0,가을,0.0,20.0,0.0,average
782,2018,10,상순,201810상순,무,무,20키로상자,상,0.016814320156723503,0.016814320156723503,3.0,가을,0.0,20.0,0.0,average
783,2018,10,중순,201810중순,무,무,20키로상자,상,0.013191788584766393,0.013191788584766393,1.0,가을,0.0,20.0,0.0,average
784,2018,10,하순,201810하순,무,무,20키로상자,상,0.008921683773884017,0.008921683773884017,2.0,가을,0.0,20.0,0.0,average
785,2018,11,상순,201811상순,무,무,20키로상자,상,0.007149940084746663,0.007149940084746663,1.0,가을,0.0,20.0,0.0,average
786,2018,11,중순,201811중순,무,무,20키로상자,상,0.005943442161068256,0.005943442161068256,2.0,가을,0.0,20.0,0.0,average
787,2018,11,하순,201811하순,무,무,20키로상자,상,0.005892842830562753,0.005892842830562753,1.0,가을,0.0,20.0,0.0,average
788,2018,12,상순,201812상순,무,무,20키로상자,상,0.007556514450542823,0.007556514450542823,2.0,겨울,0.0,20.0,0.0,average
789,2018,12,중순,201812중순,무,무,20키로상자,상,0.008195066341276248,0.008195066341276248,1.0,겨울,0.0,20.0,0.0,average
790,2018,12,하순,201812하순,무,무,20키로상자,상,0.00789312734056424,0.00789312734056424,3.0,겨울,0.0,20.0,0.0,average
791,2019,01,상순,201901상순,무,무,20키로상자,상,0.008107658332068972,0.008107658332068972,2.0,겨울,0.0,20.0,0.0,average
792,2019,01,중순,201901중순,무,무,20키로상자,상,0.007082479424882303,0.007082479424882303,2.0,겨울,0.0,20.0,0.0,average
793,2019,01,하순,201901하순,무,무,20키로상자,상,0.00812010937065234,0.00812010937065234,1.0,겨울,0.0,20.0,0.0,average
794,2019,02,상순,201902상순,무,무,20키로상자,상,0.008290336687761076,0.008290336687761076,5.0,겨울,0.0,20.0,0.0,average
795,2019,02,중순,201902중순,무,무,20키로상자,상,0.009091800625504689,0.009091800625504689,1.0,겨울,0.0,20.0,0.0,average
796,2019,02,하순,201902하순,무,무,20키로상자,상,0.008884388521008618,0.008884388521008618,1.0,겨울,0.0,20.0,0.0,average
797,2019,03,상순,201903상순,무,무,20키로상자,상,0.008399780370061841,0.008399780370061841,3.0,봄,0.0,20.0,0.0,average
798,2019,03,중순,201903중순,무,무,20키로상자,상,0.008015498553454436,0.008015498553454436,1.0,봄,0.0,20.0,0.0,average
799,2019,03,하순,201903하순,무,무,20키로상자,상,0.006936864432211682,0.006936864432211682,2.0,봄,0.0,20.0,0.0,average
800,2019,04,상순,201904상순,무,무,20키로상자,상,0.007494346928648254,0.007494346928648254,1.0,봄,0.0,20.0,0.0,average
801,2019,04,중순,201904중순,무,무,20키로상자,상,0.008573103789322179,0.008573103789322179,1.0,봄,0.0,20.0,0.0,average
802,2019,04,하순,201904하순,무,무,20키로상자,상,0.009817466827520785,0.009817466827520785,2.0,봄,0.0,20.0,0.0,average
803,2019,05,상순,201905상순,무,무,20키로상자,상,0.010352457323192924,0.010352457323192924,2.0,봄,0.0,20.0,0.0,average
804,2019,05,중순,201905중순,무,무,20키로상자,상,0.009567538660772885,0.009567538660772885,2.0,봄,0.0,20.0,0.0,average
805,2019,05,하순,201905하순,무,무,20키로상자,상,0.008784780212341673,0.008784780212341673,1.0,봄,0.0,20.0,0.0,average
806,2019,06,상순,201906상순,무,무,20키로상자,상,0.009657153787965916,0.009657153787965916,3.0,여름,0.0,20.0,0.0,average
807,2019,06,중순,201906중순,무,무,20키로상자,상,0.009295548081269698,0.009295548081269698,1.0,여름,0.0,20.0,0.0,average
808,2019,06,하순,201906하순,무,무,20키로상자,상,0.008808226512183548,0.008808226512183548,2.0,여름,0.0,20.0,0.0,average
809,2019,07,상순,201907상순,무,무,20키로상자,상,0.008572981049890996,0.008572981049890996,1.0,여름,0.0,20.0,0.0,average
810,2019,07,중순,201907중순,무,무,20키로상자,상,0.00943362994135141,0.00943362994135141,1.0,여름,0.0,20.0,0.0,average
811,2019,07,하순,201907하순,무,무,20키로상자,상,0.005970414151070877,0.005970414151070877,2.0,여름,0.0,20.0,0.0,average
812,2019,08,상순,201908상순,무,무,20키로상자,상,0.00722332292216565,0.00722332292216565,1.0,여름,0.0,20.0,0.0,average
813,2019,08,중순,201908중순,무,무,20키로상자,상,0.0085624408012381,0.0085624408012381,3.0,여름,0.0,20.0,0.0,average
814,2019,08,하순,201908하순,무,무,20키로상자,상,0.010192110530294486,0.010192110530294486,1.0,여름,0.0,20.0,0.0,average
815,2019,09,상순,201909상순,무,무,20키로상자,상,0.012887026577137254,0.012887026577137254,2.0,가을,0.0,20.0,0.0,average
816,2019,09,중순,201909중순,무,무,20키로상자,상,0.011618093734946324,0.011618093734946324,4.0,가을,0.0,20.0,0.0,average
817,2019,09,하순,201909하순,무,무,20키로상자,상,0.013183764494452854,0.013183764494452854,2.0,가을,0.0,20.0,0.0,average
818,2019,10,상순,201910상순,무,무,20키로상자,상,0.021980054596953718,0.021980054596953718,3.0,가을,0.0,20.0,0.0,average
819,2019,10,중순,201910중순,무,무,20키로상자,상,0.02044907964451224,0.02044907964451224,2.0,가을,0.0,20.0,0.0,average
820,2019,10,하순,201910하순,무,무,20키로상자,상,0.021766794835272024,0.021766794835272024,1.0,가을,0.0,20.0,0.0,average
821,2019,11,상순,201911상순,무,무,20키로상자,상,0.02021268350005235,0.02021268350005235,2.0,가을,0.0,20.0,0.0,average
822,2019,11,중순,201911중순,무,무,20키로상자,상,0.020790341290489685,0.020790341290489685,1.0,가을,0.0,20.0,0.0,average
823,2019,11,하순,201911하순,무,무,20키로상자,상,0.02022267142126485,0.02022267142126485,1.0,가을,0.0,20.0,0.0,average
824,2019,12,상순,201912상순,무,무,20키로상자,상,0.024591535446963617,0.024591535446963617,2.0,겨울,0.0,20.0,0.0,average
825,2019,12,중순,201912중순,무,무,20키로상자,상,0.0278806300116811,0.0278806300116811,1.0,겨울,0.0,20.0,0.0,average
826,2019,12,하순,201912하순,무,무,20키로상자,상,0.026242672302534006,0.026242672302534006,3.0,겨울,0.0,20.0,0.0,average
827,2020,01,상순,202001상순,무,무,20키로상자,상,0.027714651232311736,0.027714651232311736,2.0,겨울,0.0,20.0,0.0,average
828,2020,01,중순,202001중순,무,무,20키로상자,상,0.02097544769514373,0.02097544769514373,2.0,겨울,0.0,20.0,0.0,average
829,2020,01,하순,202001하순,무,무,20키로상자,상,0.018465395642578358,0.018465395642578358,4.0,겨울,0.0,20.0,0.0,average
830,2020,02,상순,202002상순,무,무,20키로상자,상,0.011612531008583048,0.011612531008583048,2.0,겨울,0.0,20.0,0.0,average
831,2020,02,중순,202002중순,무,무,20키로상자,상,0.012371398226734321,0.012371398226734321,1.0,겨울,0.0,20.0,0.0,average
832,2020,02,하순,202002하순,무,무,20키로상자,상,0.009696645199949287,0.009696645199949287,1.0,겨울,0.0,20.0,0.0,average
833,2020,03,상순,202003상순,무,무,20키로상자,상,0.010739577489146461,0.010739577489146461,2.0,봄,0.0,20.0,0.0,average
834,2020,03,중순,202003중순,무,무,20키로상자,상,0.00894844096988207,0.00894844096988207,1.0,봄,0.0,20.0,0.0,average
835,2020,03,하순,202003하순,무,무,20키로상자,상,0.01076277524164019,0.01076277524164019,2.0,봄,0.0,20.0,0.0,average
836,2020,04,상순,202004상순,무,무,20키로상자,상,0.008588323478788965,0.008588323478788965,1.0,봄,0.0,20.0,0.0,average
837,2020,04,중순,202004중순,무,무,20키로상자,상,0.010294263490382939,0.010294263490382939,3.0,봄,0.0,20.0,0.0,average
838,2020,04,하순,202004하순,무,무,20키로상자,상,0.010822181126333034,0.010822181126333034,2.0,봄,0.0,20.0,0.0,average
839,2020,05,상순,202005상순,무,무,20키로상자,상,0.010477774282431533,0.010477774282431533,3.0,봄,0.0,20.0,0.0,average
840,2020,05,중순,202005중순,무,무,20키로상자,상,0.008852704213558747,0.008852704213558747,1.0,봄,0.0,20.0,0.0,average
841,2020,05,하순,202005하순,무,무,20키로상자,상,0.009502364022814317,0.009502364022814317,2.0,봄,0.0,20.0,0.0,average
842,2020,06,상순,202006상순,무,무,20키로상자,상,0.011783230872501754,0.011783230872501754,2.0,여름,0.0,20.0,0.0,average
843,2020,06,중순,202006중순,무,무,20키로상자,상,0.012024413854777887,0.012024413854777887,1.0,여름,0.0,20.0,0.0,average
844,2020,06,하순,202006하순,무,무,20키로상자,상,0.01363239245785834,0.01363239245785834,2.0,여름,0.0,20.0,0.0,average
845,2020,07,상순,202007상순,무,무,20키로상자,상,0.012288180892391667,0.012288180892391667,1.0,여름,0.0,20.0,0.0,average
846,2020,07,중순,202007중순,무,무,20키로상자,상,0.012544307400414444,0.012544307400414444,2.0,여름,0.0,20.0,0.0,average
847,2020,07,하순,202007하순,무,무,20키로상자,상,0.011509190544497895,0.011509190544497895,1.0,여름,0.0,20.0,0.0,average
848,2020,08,상순,202008상순,무,무,20키로상자,상,0.013669911271840448,0.013669911271840448,2.0,여름,0.0,20.0,0.0,average
849,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,3.0,여름,0.0,20.0,0.0,average
850,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,3.0,여름,0.0,20.0,0.0,average
851,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,3.0,여름,0.0,20.0,0.0,average
852,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,3.0,여름,0.0,20.0,0.0,average
853,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,2.0,여름,0.0,20.0,0.0,average
854,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,2.0,여름,0.0,20.0,0.0,average
855,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,2.0,여름,0.0,20.0,0.0,average
856,2020,08,중순,202008중순,무,무,20키로상자,상,0.014395371446954242,0.014395371446954242,2.0,여름,0.0,20.0,0.0,average
857,2020,08,하순,202008하순,무,무,20키로상자,상,0.025348024588635682,0.025348024588635682,2.0,여름,0.0,20.0,0.0,average
858,2020,09,상순,202009상순,무,무,20키로상자,상,0.025657696173512233,0.025657696173512233,1.0,가을,0.0,20.0,0.0,average
859,2020,09,중순,202009중순,무,무,20키로상자,상,0.024018219563904347,0.024018219563904347,2.0,가을,0.0,20.0,0.0,average
860,2020,09,하순,202009하순,무,무,20키로상자,상,0.027093747518362042,0.027093747518362042,2.0,가을,0.0,20.0,0.0,average
861,2020,10,상순,202010상순,무,무,20키로상자,상,0.022393502370896184,0.022393502370896184,5.0,가을,0.0,20.0,0.0,average
862,2020,10,중순,202010중순,무,무,20키로상자,상,0.015858686287955788,0.015858686287955788,2.0,가을,0.0,20.0,0.0,average
863,2020,10,하순,202010하순,무,무,20키로상자,상,0.012056436572373737,0.012056436572373737,1.0,가을,0.0,20.0,0.0,average
864,2020,11,상순,202011상순,무,무,20키로상자,상,0.01226897217141151,0.01226897217141151,2.0,가을,0.0,20.0,0.0,average
865,2020,11,중순,202011중순,무,무,20키로상자,상,0.010886619327704575,0.010886619327704575,1.0,가을,0.0,20.0,0.0,average
866,2020,11,하순,202011하순,무,무,20키로상자,상,0.009219986618947214,0.009219986618947214,2.0,가을,0.0,20.0,0.0,average
867,2020,12,상순,202012상순,무,무,20키로상자,상,0.00949180843173251,0.00949180843173251,1.0,겨울,0.0,20.0,0.0,average
868,2020,12,중순,202012중순,무,무,20키로상자,상,0.01285029680235552,0.01285029680235552,2.0,겨울,0.0,20.0,0.0,average
869,2020,12,하순,202012하순,무,무,20키로상자,상,0.015158528408225458,0.015158528408225458,2.0,겨울,0.0,20.0,0.0,average
870,2021,01,상순,202101상순,무,무,20키로상자,상,0.121891518652906,0.016640275643304902,3.0,겨울,,20.0,0.0060945759326453,local
871,2021,01,중순,202101중순,무,무,20키로상자,상,0.05341920446492286,0.015264857577459877,1.0,겨울,0.0,20.0,0.002670960223246143,local
872,2021,01,하순,202101하순,무,무,20키로상자,상,0.1381721956858682,0.01230536441275744,2.0,겨울,0.0,20.0,0.006908609784293409,local
873,2021,02,상순,202102상순,무,무,20키로상자,상,0.21482700241582098,0.009620439355613068,1.0,겨울,0.0,20.0,0.01074135012079105,local
874,2021,02,중순,202102중순,무,무,20키로상자,상,0.2562048940604913,0.008781813424947911,4.0,겨울,0.0,20.0,0.012810244703024564,local
875,2021,02,하순,202102하순,무,무,20키로상자,상,0.1444355096232124,0.00793228121911185,2.0,겨울,0.0,20.0,0.00722177548116062,local
876,2021,03,상순,202103상순,무,무,20키로상자,상,0.051415839962684354,0.008214459171403284,2.0,봄,0.0,20.0,0.002570791998134218,local
877,2021,03,중순,202103중순,무,무,20키로상자,상,0.16440500215533999,0.008636191856950621,1.0,봄,0.0,20.0,0.008220250107766999,local
878,2021,03,하순,202103하순,무,무,20키로상자,상,0.18114321450671306,0.007502815949399924,2.0,봄,0.0,20.0,0.009057160725335653,local
879,2021,04,상순,202104상순,무,무,20키로상자,상,0.23553503980665402,0.007815678759487299,1.0,봄,0.0,20.0,0.011776751990332701,local
880,2021,04,중순,202104중순,무,무,20키로상자,상,0.21622229758115669,0.008727586705895827,2.0,봄,0.0,20.0,0.010811114879057834,local
881,2021,04,하순,202104하순,무,무,20키로상자,상,0.16074879681863094,0.009451918116597794,1.0,봄,0.0,20.0,0.008037439840931547,local
882,2021,05,상순,202105상순,무,무,20키로상자,상,0.20116704219127984,0.009568505233793457,3.0,봄,0.0,20.0,0.010058352109563993,local
883,2021,05,중순,202105중순,무,무,20키로상자,상,0.2272213431787949,0.008589059915376071,2.0,봄,0.0,20.0,0.011361067158939744,local
884,2021,05,하순,202105하순,무,무,20키로상자,상,0.17813981931402234,0.00895543711745954,2.0,봄,0.0,20.0,0.008906990965701116,local
885,2021,06,상순,202106상순,무,무,20키로상자,상,0.1562964158753474,0.0097962022210682,1.0,여름,0.0,20.0,0.00781482079376737,local
886,2021,06,중순,202106중순,무,무,20키로상자,상,0.20584296410344624,0.008887899745450695,2.0,여름,0.0,20.0,0.010292148205172312,local
887,2021,06,하순,202106하순,무,무,20키로상자,상,0.18625897693058793,0.009677390451682331,1.0,여름,0.0,20.0,0.009312948846529397,local
888,2021,07,상순,202107상순,무,무,20키로상자,상,0.13748252169298236,0.013448191256509335,1.0,여름,0.0,20.0,0.006874126084649119,local
889,2021,07,중순,202107중순,무,무,20키로상자,상,0.17395007385814443,0.00952528561158788,2.0,여름,,20.0,0.008697503692907222,local
890,2021,07,하순,202107하순,무,무,20키로상자,상,0.2708883740760592,0.011794633365658811,1.0,여름,,20.0,0.013544418703802961,local
891,2021,08,상순,202108상순,무,무,20키로상자,상,0.3478147540026591,0.014907755969533042,2.0,여름,,20.0,0.017390737700132955,local
892,2021,08,중순,202108중순,무,무,20키로상자,상,0.37531325399525667,0.011257292409879422,,여름,,20.0,0.018765662699762833,local
893,2021,08,하순,202108하순,무,무,20키로상자,상,0.4883106185334909,0.010728039982615128,2.0,여름,,20.0,0.024415530926674544,local
894,2021,09,상순,202109상순,무,무,20키로상자,상,0.5296706614953659,0.010097773003486661,1.0,가을,,20.0,0.026483533074768296,local
895,2021,09,중순,202109중순,무,무,20키로상자,상,0.4649351640368651,0.010822584413035519,3.0,가을,,20.0,0.023246758201843253,local
896,2021,09,하순,202109하순,무,무,20키로상자,상,0.3881424236454851,0.008490868370429075,3.0,가을,,20.0,0.019407121182274258,local
897,2021,10,상순,202110상순,무,무,20키로상자,상,0.3630228612433385,0.007947562278294233,4.0,가을,,20.0,0.018151143062166926,local
898,2021,10,중순,202110중순,무,무,20키로상자,상,0.3183226484734425,0.009212453486358305,2.0,가을,,20.0,0.015916132423672125,local
899,2021,10,하순,202110하순,무,무,20키로상자,상,0.20732080645789702,0.011628701928641407,2.0,가을,,20.0,0.010366040322894851,local
900,2021,11,상순,202111상순,무,무,20키로상자,상,0.13896598050936096,0.011438210331444286,1.0,가을,,20.0,0.006948299025468048,local
901,2021,11,중순,202111중순,무,무,20키로상자,상,0.12350129180865589,0.013467093128911619,1.0,가을,,20.0,0.006175064590432795,local
902,2021,11,하순,202111하순,무,무,20키로상자,상,0.12512143395244826,0.011839123340977139,2.0,가을,,20.0,0.006256071697622413,local
903,2021,12,상순,202112상순,무,무,20키로상자,상,0.13323578239189224,0.012226074740212717,1.0,겨울,,20.0,0.006661789119594612,local
904,2021,12,중순,202112중순,무,무,20키로상자,상,0.16590426552680174,0.011276163597423996,2.0,겨울,,20.0,0.008295213276340087,local
905,2021,12,하순,202112하순,무,무,20키로상자,상,0.21918084471414462,0.011442358924218346,2.0,겨울,,20.0,0.01095904223570723,local
