iter	RMSE
196	748.2031596
197	743.0486274
198	738.3328254
199	734.8103356
200	731.3653656
201	727.7555559
202	727.0248574
203	721.2509615
204	715.1242473
205	711.7774224
206	707.2410327
207	702.4335049
208	697.6967495
209	695.2117808
210	690.6272528
211	685.9836875
212	681.2660228
213	679.3482173
214	676.1127925
215	675.1226394
216	674.4485556
217	669.6116536
218	665.3095121
219	661.5846884
220	657.820996
221	653.3924328
222	650.3303139
223	646.2568374
224	641.5197404
225	637.4942128
226	634.7410731
227	632.1384427
228	631.0535863
229	626.4780149
230	622.2859548
231	621.4780692
232	617.6202881
233	612.2324774
234	611.4360117
235	610.3906378
236	607.8279913
237	606.7912708
238	605.7544923
239	605.1774129
240	604.2301143
241	603.2848355
242	599.3861374
243	595.7527118
244	592.3311595
245	588.3495005
246	584.9974882
247	582.291753
248	578.7389422
249	574.6850531
250	573.7297952
251	570.3270115
252	569.4653186
253	566.9637074
254	563.0678754
255	559.7806439
256	554.0817209
257	550.3703621
258	547.3756207
259	544.774141
260	542.5261333
261	541.7625243
262	540.4743634
263	537.2235622
264	535.9638184
265	533.069069
266	531.4222316
267	529.702144
268	526.6578663
269	521.3874012
270	518.6176286
271	517.4686852
272	515.7029436
273	512.9049796
274	510.7689766
275	510.3558636
276	507.3288306
277	504.7176897
278	501.9138887
279	501.4712671
280	496.870583
281	495.7206091
282	491.704195
283	490.4489365
284	488.0177299
285	486.4327036
286	483.8529624
287	481.5581663
288	481.1809376
289	478.6580019
290	478.1669442
291	477.3846665
292	475.5958373
293	472.9183099
294	472.2883183
295	469.884513
296	468.5657202
297	466.2407137
298	463.9550822
299	461.7521253
300	460.0180158
301	458.0472415
302	455.7237143
303	452.8532366
304	451.5107556
305	449.7523885
306	446.4716824
307	445.4379999
308	444.1707072
309	443.3191662
310	439.0076298
311	435.7548419
312	434.6213416
313	433.8625206
314	431.8430344
315	429.7704459
316	428.930957
317	427.031197
318	424.9539806
319	421.3197305
320	420.4282625
321	418.3211171
322	417.5042267
323	414.1029033
324	411.6837062
325	409.6417748
326	407.4374545
327	406.2694052
328	404.4215987
329	403.5101915
330	402.2580294
331	401.4925066
332	398.2876647
333	396.337896
334	394.0681293
335	393.6178485
336	392.1985035
337	390.3443366
338	386.5943133
339	385.1834212
340	383.3240283
341	379.6782389
342	377.8971801
343	377.1182167
344	375.160507
345	373.7008339
346	371.7865467
347	370.0317898
348	368.1153948
349	367.104182
350	366.3303502
351	365.434756
352	362.1709616
353	361.7659632
354	360.2580855
355	359.2095182
356	357.8517724
357	355.9177536
358	354.3148985
359	352.3096085
360	350.7930104
361	347.6860634
362	344.4238618
363	342.7459441
364	341.7127693
365	341.06763
366	339.4700957
367	338.3799548
368	337.0520895
369	335.4727194
370	334.9787153
371	334.006494
372	333.0781605
373	332.5035074
374	329.9825553
375	328.7741101
376	325.8361708
377	323.4465707
378	322.7493848
379	320.8892426
380	319.4756917
381	317.1550564
382	315.7160957
383	315.2783845
384	314.4072166
385	313.1826532
386	312.0389579
387	310.0765618
388	308.7318999
389	308.2146129
390	307.7229838
391	307.3327756
392	306.5411548
393	305.1416609
394	303.2675834
395	302.0479751
396	300.9127201
397	299.953352
398	298.7884021
399	297.8526457
400	296.401617
401	294.6011264
402	292.6787686
403	291.5922189
404	290.8512173
405	289.6581065
406	288.6243066
407	288.2898006
408	287.5650401
409	285.3672625
410	284.0238137
411	282.7616919
412	281.9367735
413	281.0100096
414	279.8384187
415	277.7898038
416	276.8616632
417	274.8623459
418	273.8406266
419	271.5036952
420	270.6723519
421	268.4380535
422	267.3901129
423	266.8622289
424	265.0254758
425	262.9047819
426	262.1139434
427	261.0242885
428	260.3215982
429	259.5027775
430	258.0216285
431	256.5041787
432	256.040628
433	255.5797882
434	254.6843934
435	253.2257381
436	251.9561332
437	250.6425287
438	250.2999563
439	249.2681824
440	248.1155561
441	245.864718
442	245.1734265
443	243.8031609
444	242.9110915
445	241.9192939
446	240.973196
447	239.7493699
448	239.0845037
449	236.7966217
450	236.5703085
451	235.2213784
452	234.1887985
453	233.4331619
454	232.759221
455	232.1235132
456	231.6349007
457	230.7112681
458	229.4816057
459	229.0841512
460	228.2056852
461	227.6529112
462	226.5098184
463	226.0526198
464	225.4812303
465	224.6431983
466	223.5926488
467	222.6096368
468	221.6183428
469	220.8496318
470	220.3930302
471	219.5605499
472	217.8206785
473	217.553862
474	216.7565943
475	216.2609078
476	215.5918403
477	214.8415818
478	212.9405263
479	212.0050154
480	211.3846962
481	210.6306251
482	209.9475146
483	209.3711107
484	208.7237322
485	207.9115378
486	207.1172656
487	206.3004854
488	205.7555325
489	205.2677369
490	204.3191708
491	202.533191
492	202.1953049
493	201.5572329
494	200.8404014
495	200.3369733
496	198.916247
497	197.8109872
498	197.0926463
499	196.3184345
500	195.57344
501	194.871432
502	194.1377368
503	193.3041881
504	192.6365997
505	191.9216303
506	191.3216145
507	190.6356826
508	189.431803
509	188.7597492
510	188.1683636
511	187.2760466
512	186.5536324
513	186.2457533
514	185.5660827
515	185.2946786
516	184.5438314
517	183.7322938
518	182.9688985
519	181.9216306
520	180.4760331
521	179.9686254
522	178.3177109
523	176.6468383
524	175.6920238
525	175.0479738
526	174.4773509
527	173.7129181
528	173.2099843
529	172.2117486
530	171.5897201
531	170.9233766
532	170.2115583
533	169.6520567
534	169.1677837
535	168.0135586
536	167.6601924
537	167.0666846
538	166.0016988
539	165.3458482
540	164.3556797
541	163.5660663
542	163.02665
543	162.3438993
544	161.6785072
545	160.8149534
546	159.7595561
547	159.351375
548	158.4712249
549	157.5046561
550	157.0278947
551	156.5672108
552	156.1053963
553	155.5547404
554	154.9058826
555	154.0914596
556	152.9223688
557	152.5977162
558	152.1421476
559	151.3524259
560	150.7920608
561	149.8682343
562	149.5557256
563	149.1488759
564	148.8008644
565	148.4879896
566	148.086801
567	147.2513582
568	145.8874848
569	145.4355339
570	144.8569898
571	143.6821901
572	143.127828
573	142.800224
574	142.1415109
575	141.7616273
576	141.3490815
577	141.2219229
578	140.3163713
579	139.9489057
580	138.8210068
581	138.2889556
582	137.8896273
583	137.3033987
584	136.7201751
585	136.3767433
586	136.0082513
587	135.2705786
588	134.6213218
589	133.4863898
590	133.1083569
591	132.7661108
592	132.5414401
593	132.2746064
594	131.4841759
595	130.5083423
596	129.505317
597	129.2383543
598	129.025472
599	128.4743857
600	128.2232562
601	128.075061
602	127.6447235
603	127.3531382
604	127.0509569
605	126.7081945
606	126.4327243
607	125.7649844
608	125.4702135
609	125.2321072
610	125.020621
611	124.7839968
612	124.0059554
613	123.1958544
614	122.5197437
615	122.2841373
616	121.8814551
617	121.339295
618	120.5876835
619	120.3207896
620	119.9953133
621	119.5603052
622	119.024199
623	118.3331989
624	118.0258476
625	117.8033142
626	117.4864138
627	117.0633655
628	116.5947128
629	116.3278906
630	115.8823571
631	115.7342941
632	115.2158659
633	114.8239407
634	114.4990366
635	114.2362048
636	113.9926708
637	113.7019725
638	113.3848851
639	113.1530096
640	112.8617472
641	112.354067
642	112.2556157
643	111.9576638
644	111.4708964
645	111.0856006
646	110.6151554
647	110.3288178
648	109.7214832
649	109.4987839
650	109.1491546
651	109.0160064
652	108.4409179
653	108.3705053
654	108.1183061
655	107.6186173
656	107.0834416
657	106.5382888
658	106.0840065
659	105.5328303
660	105.426757
661	105.0472396
662	104.7621497
663	104.2499676
664	103.9865255
665	103.7573856
666	103.2237413
667	102.6506497
668	102.3515092
669	101.5838744
670	100.9024859
671	100.6705791
672	100.355758
673	100.0522938
674	99.64326921
675	99.41742045
676	98.70554698
677	98.49558129
678	98.22111175
679	97.9825606
680	97.36240087
681	96.67954521
682	96.43645208
683	96.24056406
684	95.97835117
685	95.76699826
686	95.25621904
687	95.08510975
688	94.90215511
689	94.50594275
690	93.9713111
691	93.22347127
692	92.98738678
693	92.63529066
694	91.91349671
695	91.56413245
696	91.28527417
697	90.80749208
698	90.38304571
699	90.15907612
700	89.96067954
701	89.84870448
702	89.47358818
703	89.08655953
704	88.83004229
705	88.58431179
706	88.05337234
707	87.86351631
708	87.68607015
709	87.48923212
710	87.16865395
711	86.98633378
712	86.82174244
713	86.50766535
714	86.182016
715	85.56351118
716	85.28315227
717	84.95803485
718	84.41298375
719	83.99277656
720	83.6716903
721	83.20291264
722	82.54738099
723	82.01556275
724	81.78631955
725	81.68370784
726	81.20713609
727	81.01869545
728	80.85609081
729	80.66146876
730	80.2882636
731	79.69226369
732	79.50150387
733	79.31428454
734	79.04326351
735	78.75185428
736	78.53878272
737	78.26433112
738	78.05433173
739	77.56466877
740	77.31287402
741	76.9566434
742	76.5755732
743	76.42337599
744	76.08562369
745	75.93457081
746	75.54573978
747	75.29115505
748	74.98447223
749	74.69724038
750	74.52195359
751	74.29890539
752	74.2151018
753	74.07082197
754	73.75395831
755	73.54554878
756	73.30660496
757	73.02747908
758	72.89408354
759	72.51783529
760	72.32344887
761	71.85607079
762	71.49026316
763	71.15240958
764	70.9732486
765	70.84457431
766	70.39231502
767	70.25658731
768	69.77952428
769	69.29100192
770	69.10609831
771	68.94785369
772	68.4799868
773	68.32012736
774	68.2361665
775	67.5918818
776	67.4032338
777	67.07330994
778	66.83624165
779	66.53855509
780	66.37749992
781	66.25941724
782	66.09457017
783	65.78199758
784	65.55135943
785	65.23056434
786	64.67165052
787	64.37822141
788	64.13494391
789	63.90291756
790	63.7365433
791	63.633306
792	63.3451486
793	63.0400821
794	62.83308882
795	62.49391021
796	62.3395438
797	62.13653171
798	61.82522648
799	61.48042195
800	61.3460581
801	61.12057652
802	61.02703665
803	60.87768931
804	60.67331937
805	60.47648771
806	60.14989186
807	59.96114823
808	59.65435156
809	59.60055077
810	59.42732459
811	59.17443565
812	59.08259013
813	58.84698857
814	58.55083886
815	58.48702912
816	58.27300337
817	58.15118099
818	58.10144407
819	58.04827304
820	57.88135034
821	57.76989026
822	57.39544826
823	57.12962806
824	57.05147298
825	56.85499751
826	56.61170379
827	56.43071557
828	56.28473786
829	56.17902904
830	56.13248003
831	55.66417561
832	55.39643339
833	55.12910405
834	54.8202468
835	54.77431104
836	54.50980303
837	54.34393204
838	54.02623615
839	53.90895826
840	53.72546794
841	53.62262217
842	53.43962272
843	53.11876568
844	52.78211843
845	52.65538619
846	52.6011909
847	52.35418288
848	52.13747363
849	51.87658287
850	51.67178825
851	51.39944781
852	51.04900694
853	50.8247175
854	50.72629518
855	50.57827142
856	50.40580735
857	49.89866318
858	49.62208105
859	49.3703959
860	49.1646305
861	48.96482055
862	48.85198095
863	48.6876717
864	48.46033698
865	48.34321394
866	48.14614088
867	48.02198983
868	47.923096
869	47.75306567
870	47.52679847
871	47.28623945
872	46.97789796
873	46.78526105
874	46.68087271
875	46.49893693
876	46.25052861
877	46.07544171
878	45.91150343
879	45.75778886
880	45.63575453
881	45.55592247
882	45.41792088
883	45.21288628
884	45.04418409
885	44.95464768
886	44.76801057
887	44.63661168
888	44.49730382
889	44.16400547
890	43.99277159
891	43.81939599
892	43.72622276
893	43.62033747
894	43.44614762
895	43.35696074
896	43.29524919
897	43.21159493
898	42.99219396
899	42.88049102
900	42.6985815
901	42.50563339
902	42.2176255
903	42.04507631
904	41.94784731
905	41.66231782
906	41.56807775
907	41.48734016
908	41.43008126
909	41.37711344
910	41.16794699
911	40.95263165
912	40.77215448
913	40.64507334
914	40.46218251
915	40.31931664
916	40.10214979
917	40.03880165
918	39.86335311
919	39.73566551
920	39.64532528
921	39.51388986
922	39.47102312
923	39.29793171
924	39.21248479
925	38.99920181
926	38.88353851
927	38.85337277
928	38.80368417
929	38.73285781
930	38.59650143
931	38.41481031
932	38.22930386
933	38.15787204
934	37.98322696
935	37.88939045
936	37.77108023
937	37.64794314
938	37.50926311
939	37.36999668
940	37.24625564
941	37.0878358
942	36.87276876
943	36.73112464
944	36.67220721
945	36.61389317
946	36.58404342
947	36.50670296
948	36.39012138
949	36.22650924
950	36.14898379
951	36.03572126
952	35.9582012
953	35.82868879
954	35.72071104
955	35.63978756
956	35.50666421
957	35.34133839
958	35.28470095
959	35.15073707
960	35.01728892
961	34.84905711
962	34.69861738
963	34.56577701
964	34.50876469
965	34.34446293
966	34.23053246
967	34.1733105
968	34.06862265
969	33.99316446
970	33.8445721
971	33.76078675
972	33.60846173
973	33.48333846
974	33.38167755
975	33.21415836
976	33.11908097
977	33.01205594
978	32.96352195
979	32.86321064
980	32.74379124
981	32.60578819
982	32.46290406
983	32.33919716
984	32.24376594
985	32.1161087
986	31.99662851
987	31.85793978
988	31.79233764
989	31.66083915
990	31.51919577
991	31.39136041
992	31.29923054
993	31.23796354
994	31.19775645
995	31.08551159
996	30.98853449
997	30.88275112
998	30.80034568
999	30.74909348
