시점,감자,건고추,깐마늘(국산),대파,무,배추,사과,상추,양파,배
TEST_10+3순,30137.586671800316,472775.81885727734,35424.43505500405,1784.15946793795,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,43570.71090692789
TEST_11+1순,29515.50588177709,484277.4181114721,38619.05842505065,1601.7881356052953,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,40460.41497229495
TEST_11+2순,29606.669525676873,477637.08328225766,36524.462892180796,1731.0260376733772,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,42021.66641876416
TEST_11+3순,30137.586671800316,483886.6038963651,35424.43505500405,1768.267470827071,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,43297.94883806483
TEST_12+1순,28936.63758354618,490541.1573074428,38619.05842505065,1686.2515387224344,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41727.21114318522
TEST_12+2순,29018.6987303534,484943.82892009034,36524.462892180796,1709.452253500921,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,43244.302013932596
TEST_12+3순,29329.782462622647,491951.3776179408,35424.43505500405,1691.237436897326,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44349.29975669335
TEST_13+1순,29315.317237121166,495041.74534110376,38619.05842505065,1813.0009796875925,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41469.673542546385
TEST_13+2순,29421.119631980317,489514.0035635449,36524.462892180796,1864.3764444363226,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,43009.89464451211
TEST_13+3순,29935.235553873375,496137.0215227284,35424.43505500405,1811.3645294635476,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44261.21090411726
TEST_14+1순,29559.50906467173,649569.2540762228,38619.05842505065,1873.16402052788,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,40031.295471530095
TEST_14+2순,29650.61159348028,668296.8005407966,36524.462892180796,1941.692520966149,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,42135.364830138264
TEST_14+3순,30164.303903579897,648152.3143073133,35424.43505500405,1691.3349178405065,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44078.753252971364
TEST_15+1순,29515.50588177709,693027.8252008399,38619.05842505065,1875.8816629644766,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,31402.643888055263
TEST_15+2순,29606.669525676873,692894.07414659,36524.462892180796,1938.9446285153215,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,32525.797549777955
TEST_15+3순,30137.586671800316,690459.4066127425,35424.43505500405,1667.2314916275495,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,33302.30585503001
TEST_16+1순,29578.27784451298,579387.2852105334,38619.05842505065,1884.0900016717294,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41816.575086077304
TEST_16+2순,29645.486634824243,590052.5791609561,36524.462892180796,1838.432485191071,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,42825.09797316785
TEST_16+3순,30224.18161774402,593183.265988007,35424.43505500405,1820.1919829855942,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44423.001255685915
TEST_17+1순,29515.50588177709,648929.888472928,38619.05842505065,1916.0534994868462,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,29048.625623067866
TEST_17+2순,29606.669525676873,662974.8169450789,36524.462892180796,1883.4165402071465,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,30093.146413897
TEST_17+3순,30137.586671800316,676900.5174149026,35424.43505500405,1739.0975255426717,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,31202.77051994187
TEST_18+1순,29518.810754957187,540776.4620657557,38619.05842505065,1868.3494588065,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41718.86250969636
TEST_18+2순,29609.06886481565,537411.125054049,36524.462892180796,1866.8688829895182,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,42713.77003570769
TEST_18+3순,30134.51440544007,541890.8364360494,35424.43505500405,1698.5828735415978,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,43373.462010910676
TEST_19+1순,29515.50588177709,478555.5260756592,38619.05842505065,1409.153871240761,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41224.6600873108
TEST_19+2순,29606.669525676873,471731.0201318056,36524.462892180796,1436.167917316728,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,42891.41526789359
TEST_19+3순,30137.586671800316,474671.3555293825,35424.43505500405,1393.6834408726932,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44242.99471830956
TEST_20+1순,29483.99195115785,499217.8135651389,38619.05842505065,1928.9864734041146,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,42873.66266781429
TEST_20+2순,29600.419353123492,493926.6253451639,36524.462892180796,1898.1384426208242,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,44341.41021795902
TEST_20+3순,29981.737902320714,500892.228754524,35424.43505500405,1777.0094515360925,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,45287.50373555176
TEST_21+1순,29515.50588177709,484277.4181114721,38619.05842505065,1592.133435201341,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41950.67625287506
TEST_21+2순,29606.669525676873,477637.08328225766,36524.462892180796,1606.789083493195,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,43696.00208154635
TEST_21+3순,30137.586671800316,483886.6038963651,35424.43505500405,1675.0117827909967,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44920.225501691224
TEST_22+1순,29355.030266559294,498729.54464169114,38619.05842505065,1873.11684982155,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,41844.445805692296
TEST_22+2순,29435.71770852466,493195.07293641474,36524.462892180796,1967.8443303450897,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,43178.15029038084
TEST_22+3순,29844.94057171287,500152.001294338,35424.43505500405,1722.6124566020799,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,43915.111830395486
TEST_23+1순,29515.50588177709,642946.8855922286,38619.05842505065,1891.385070685165,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,29046.322800644004
TEST_23+2순,29606.669525676873,658836.001544394,36524.462892180796,1893.1853673926855,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,30479.01828528561
TEST_23+3순,30137.586671800316,647960.0629427544,35424.43505500405,1723.9780913851118,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,32461.24362463761
TEST_24+1순,29515.50588177709,484277.4181114721,38619.05842505065,1422.188183877726,84580.79884317868,1233.1087814779871,3787.9093041659753,8922.845748562198,4014.0529284380914,40862.1982239595
TEST_24+2순,29606.669525676873,477637.08328225766,36524.462892180796,1497.6603558680854,86463.81348752129,1046.843472471368,3694.6168393165685,9154.732836338217,4758.171043360234,43087.97368288515
TEST_24+3순,30137.586671800316,483886.6038963651,35424.43505500405,1546.4434702192389,93285.43932158986,929.8220212462257,3546.575143757578,9045.147344191191,5497.877135249399,44964.949664280364
