YYYYMMSOON,지역 이름,주산지 품목명,주산지 품종명,순 평균상대습도,순 평균기온,순 평균풍속,순 최고기온,순 최저상대습도,순 최저기온,순 강수량,순 누적 일조시간,특보 코드,특보 명,특보 발효 순통계 개수
201801상순,D,마늘,난지형 남도,0.6565656565656566,0.3809523809523809,0.5714285714285714,0.275,0.3820224719101123,0.4705882352941176,0.021476510067114,0.1603053435114503,W2,강풍주의보,0.0909090909090909
201801상순,M,무,봄,0.6262626262626263,0.2142857142857142,0.1428571428571428,0.075,0.3258426966292135,0.2941176470588235,0.0053691275167785,0.0,W2,강풍주의보,0.0909090909090909
201801상순,N,무,봄,0.8181818181818182,0.2619047619047618,0.2857142857142857,0.2,0.449438202247191,0.3333333333333333,0.0255033557046979,0.0,00,특보없음,0.0
201801상순,F,무,가을,0.7171717171717172,0.238095238095238,0.1428571428571428,0.125,0.4269662921348314,0.3333333333333333,0.010738255033557,0.0,S2,대설주의보,0.0909090909090909
201801상순,B,무,가을,0.7373737373737375,0.2142857142857142,0.1428571428571428,0.1,0.4157303370786517,0.2745098039215686,0.0080536912751677,0.0,S2,대설주의보,0.0909090909090909
201801상순,F,무,봄,0.7171717171717172,0.238095238095238,0.1428571428571428,0.125,0.4269662921348314,0.3333333333333333,0.010738255033557,0.0,S2,대설주의보,0.0909090909090909
201801상순,N,무,가을,0.8181818181818182,0.2619047619047618,0.2857142857142857,0.2,0.449438202247191,0.3333333333333333,0.0255033557046979,0.0,00,특보없음,0.0
201801상순,D,무,월동,0.6565656565656566,0.3809523809523809,0.5714285714285714,0.275,0.3820224719101123,0.4705882352941176,0.021476510067114,0.1603053435114503,W2,강풍주의보,0.0909090909090909
201801상순,B,무,봄,0.7373737373737375,0.2142857142857142,0.1428571428571428,0.1,0.4157303370786517,0.2745098039215686,0.0080536912751677,0.0,S2,대설주의보,0.0909090909090909
201801상순,M,무,가을,0.6262626262626263,0.2142857142857142,0.1428571428571428,0.075,0.3258426966292135,0.2941176470588235,0.0053691275167785,0.0,W2,강풍주의보,0.0909090909090909
201801상순,O,배,-,0.494949494949495,0.238095238095238,0.2857142857142857,0.125,0.1797752808988764,0.3137254901960784,0.0080536912751677,0.4351145038167939,00,특보없음,0.0
201801상순,M,배,-,0.6262626262626263,0.2142857142857142,0.1428571428571428,0.075,0.3258426966292135,0.2941176470588235,0.0053691275167785,0.0,W2,강풍주의보,0.0909090909090909
201801상순,P,배,-,0.7070707070707072,0.1904761904761904,0.1428571428571428,0.075,0.3932584269662921,0.2156862745098039,0.0026845637583892,0.0,00,특보없음,0.0
201801상순,N,배,-,0.8181818181818182,0.2619047619047618,0.2857142857142857,0.2,0.449438202247191,0.3333333333333333,0.0255033557046979,0.0,00,특보없음,0.0
201801상순,A,배추,가을,0.6161616161616162,0.1666666666666666,0.1428571428571428,0.075,0.2247191011235955,0.2352941176470588,0.0,0.4885496183206106,C2,한파주의보,0.0909090909090909
201801상순,Q,배추,고랭지,0.3232323232323232,0.2857142857142857,0.2857142857142857,0.25,0.1235955056179775,0.3333333333333333,0.0,0.0,D2,건조주의보,0.0909090909090909
201801상순,R,배추,고랭지,0.494949494949495,0.1428571428571428,0.1428571428571428,0.1,0.1573033707865168,0.196078431372549,0.0,0.4351145038167939,W2,강풍주의보,0.0909090909090909
201801상순,R,배추,고랭지,0.494949494949495,0.1428571428571428,0.1428571428571428,0.1,0.1573033707865168,0.196078431372549,0.0,0.4351145038167939,C2,한파주의보,0.0909090909090909
201801상순,B,배추,가을,0.7373737373737375,0.2142857142857142,0.1428571428571428,0.1,0.4157303370786517,0.2745098039215686,0.0080536912751677,0.0,S2,대설주의보,0.0909090909090909
201801상순,N,배추,가을,0.8181818181818182,0.2619047619047618,0.2857142857142857,0.2,0.449438202247191,0.3333333333333333,0.0255033557046979,0.0,00,특보없음,0.0
201801상순,Q,배추,고랭지,0.3232323232323232,0.2857142857142857,0.2857142857142857,0.25,0.1235955056179775,0.3333333333333333,0.0,0.0,W2,강풍주의보,0.0909090909090909
201801상순,H,배추,가을,0.6161616161616162,0.1428571428571428,0.1428571428571428,0.05,0.1797752808988764,0.2156862745098039,0.0013422818791946,0.4809160305343511,00,특보없음,0.0
201801상순,N,배추,봄,0.8181818181818182,0.2619047619047618,0.2857142857142857,0.2,0.449438202247191,0.3333333333333333,0.0255033557046979,0.0,00,특보없음,0.0
201801상순,S,사과,-,0.595959595959596,0.238095238095238,0.1428571428571428,0.175,0.1910112359550561,0.2941176470588235,0.0067114093959731,0.4045801526717557,00,특보없음,0.0
201801상순,L,사과,-,0.5454545454545455,0.2142857142857142,0.1428571428571428,0.175,0.1348314606741573,0.2549019607843137,0.0013422818791946,0.4351145038167939,00,특보없음,0.0
201801상순,T,양파,중만생종,0.6666666666666667,0.2619047619047618,0.2857142857142857,0.175,0.2696629213483146,0.2941176470588235,0.0053691275167785,0.366412213740458,00,특보없음,0.0
201801상순,K,양파,중만생종,0.7272727272727273,0.2857142857142857,0.2857142857142857,0.225,0.3820224719101123,0.3725490196078431,0.036241610738255,0.0,W2,강풍주의보,0.0909090909090909
201801중순,C,감자,고랭지,0.5555555555555556,0.1904761904761904,0.1428571428571428,0.175,0.1685393258426966,0.1176470588235294,0.0,0.3740458015267175,C3,한파경보,0.3636363636363636
201801중순,A,감자,봄,0.6767676767676768,0.2142857142857142,0.1428571428571428,0.2,0.2359550561797752,0.1176470588235294,0.0,0.3587786259541984,C2,한파주의보,0.1818181818181818
201801중순,A,감자,봄,0.6767676767676768,0.2142857142857142,0.1428571428571428,0.2,0.2359550561797752,0.1176470588235294,0.0,0.3587786259541984,C3,한파경보,0.1818181818181818
201801중순,B,감자,봄,0.787878787878788,0.238095238095238,0.1428571428571428,0.175,0.2584269662921348,0.2352941176470588,0.0013422818791946,0.0,C2,한파주의보,0.1818181818181818
201801중순,D,감자,가을,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,W2,강풍주의보,0.0909090909090909
201801중순,D,감자,가을,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,S2,대설주의보,0.1818181818181818
201801중순,E,건고추,-,0.7474747474747475,0.1904761904761904,0.0,0.2,0.3033707865168539,0.0392156862745097,0.0093959731543624,0.0,R2,호우주의보,0.8181818181818182
201801중순,F,건고추,-,0.7676767676767677,0.2619047619047618,0.1428571428571428,0.225,0.3595505617977528,0.2941176470588235,0.0,0.0,00,특보없음,0.0
201801중순,I,건고추,-,0.686868686868687,0.2142857142857142,0.1428571428571428,0.25,0.247191011235955,0.1568627450980392,0.010738255033557,0.0,C3,한파경보,0.0909090909090909
201801중순,H,건고추,-,0.7171717171717172,0.1904761904761904,0.1428571428571428,0.2,0.247191011235955,0.0784313725490196,0.0040268456375838,0.3358778625954198,C2,한파주의보,0.1818181818181818
201801중순,I,건고추,-,0.686868686868687,0.2142857142857142,0.1428571428571428,0.25,0.247191011235955,0.1568627450980392,0.010738255033557,0.0,C2,한파주의보,0.2727272727272727
201801중순,G,건고추,-,0.8282828282828284,0.2619047619047618,0.0,0.225,0.3707865168539326,0.2156862745098039,0.0295302013422818,0.4045801526717557,C2,한파주의보,0.1818181818181818
201801중순,G,건고추,-,0.8282828282828284,0.2619047619047618,0.0,0.225,0.3707865168539326,0.2156862745098039,0.0295302013422818,0.4045801526717557,S2,대설주의보,0.1818181818181818
201801중순,E,건고추,-,0.7474747474747475,0.1904761904761904,0.0,0.2,0.3033707865168539,0.0392156862745097,0.0093959731543624,0.0,C2,한파주의보,0.1818181818181818
201801중순,E,건고추,-,0.7474747474747475,0.1904761904761904,0.0,0.2,0.3033707865168539,0.0392156862745097,0.0093959731543624,0.0,C3,한파경보,0.1818181818181818
201801중순,H,건고추,-,0.7171717171717172,0.1904761904761904,0.1428571428571428,0.2,0.247191011235955,0.0784313725490196,0.0040268456375838,0.3358778625954198,C3,한파경보,0.1818181818181818
201801중순,L,마늘,한지형,0.696969696969697,0.2142857142857142,0.1428571428571428,0.3,0.2022471910112359,0.1176470588235294,0.0161073825503355,0.4274809160305343,C3,한파경보,0.3636363636363636
201801중순,F,마늘,한지형,0.7676767676767677,0.2619047619047618,0.1428571428571428,0.225,0.3595505617977528,0.2941176470588235,0.0,0.0,00,특보없음,0.0
201801중순,J,마늘,난지형 대서,0.6060606060606061,0.2619047619047618,0.1428571428571428,0.325,0.1685393258426966,0.2549019607843137,0.021476510067114,0.3893129770992366,D2,건조주의보,0.3636363636363636
201801중순,F,마늘,난지형 대서,0.7676767676767677,0.2619047619047618,0.1428571428571428,0.225,0.3595505617977528,0.2941176470588235,0.0,0.0,00,특보없음,0.0
201801중순,K,마늘,난지형 남도,0.8383838383838385,0.2619047619047618,0.1428571428571428,0.275,0.247191011235955,0.2549019607843137,0.0375838926174496,0.0,S2,대설주의보,0.1818181818181818
201801중순,K,마늘,난지형 남도,0.8383838383838385,0.2619047619047618,0.1428571428571428,0.275,0.247191011235955,0.2549019607843137,0.0375838926174496,0.0,W2,강풍주의보,0.0909090909090909
201801중순,D,마늘,난지형 남도,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,S2,대설주의보,0.1818181818181818
201801중순,D,마늘,난지형 남도,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,W2,강풍주의보,0.0909090909090909
201801중순,B,무,봄,0.787878787878788,0.238095238095238,0.1428571428571428,0.175,0.2584269662921348,0.2352941176470588,0.0013422818791946,0.0,C2,한파주의보,0.1818181818181818
201801중순,D,무,월동,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,S2,대설주의보,0.1818181818181818
201801중순,M,무,가을,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,S2,대설주의보,0.0909090909090909
201801중순,B,무,가을,0.787878787878788,0.238095238095238,0.1428571428571428,0.175,0.2584269662921348,0.2352941176470588,0.0013422818791946,0.0,C2,한파주의보,0.1818181818181818
201801중순,N,무,가을,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,C2,한파주의보,0.1818181818181818
201801중순,N,무,가을,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,S3,대설경보,0.0909090909090909
201801중순,N,무,봄,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,C2,한파주의보,0.1818181818181818
201801중순,M,무,가을,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,C2,한파주의보,0.1818181818181818
201801중순,M,무,봄,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,S2,대설주의보,0.0909090909090909
201801중순,D,무,월동,0.696969696969697,0.4047619047619047,0.4285714285714285,0.35,0.3932584269662921,0.4313725490196078,0.0402684563758389,0.2595419847328244,W2,강풍주의보,0.0909090909090909
201801중순,M,무,봄,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,C2,한파주의보,0.1818181818181818
201801중순,F,무,봄,0.7676767676767677,0.2619047619047618,0.1428571428571428,0.225,0.3595505617977528,0.2941176470588235,0.0,0.0,00,특보없음,0.0
201801중순,N,무,봄,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,S3,대설경보,0.0909090909090909
201801중순,F,무,가을,0.7676767676767677,0.2619047619047618,0.1428571428571428,0.225,0.3595505617977528,0.2941176470588235,0.0,0.0,00,특보없음,0.0
201801중순,M,배,-,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,C2,한파주의보,0.1818181818181818
201801중순,P,배,-,0.8080808080808082,0.2142857142857142,0.1428571428571428,0.175,0.3932584269662921,0.1372549019607843,0.0026845637583892,0.0,C2,한파주의보,0.1818181818181818
201801중순,M,배,-,0.7171717171717172,0.238095238095238,0.0,0.175,0.3146067415730337,0.1568627450980392,0.0040268456375838,0.0,S2,대설주의보,0.0909090909090909
201801중순,P,배,-,0.8080808080808082,0.2142857142857142,0.1428571428571428,0.175,0.3932584269662921,0.1372549019607843,0.0026845637583892,0.0,C3,한파경보,0.0909090909090909
201801중순,P,배,-,0.8080808080808082,0.2142857142857142,0.1428571428571428,0.175,0.3932584269662921,0.1372549019607843,0.0026845637583892,0.0,S2,대설주의보,0.0909090909090909
201801중순,N,배,-,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,C2,한파주의보,0.1818181818181818
201801중순,N,배,-,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,S3,대설경보,0.0909090909090909
201801중순,O,배,-,0.6363636363636365,0.2619047619047618,0.1428571428571428,0.25,0.0,0.2352941176470588,0.0228187919463087,0.3893129770992366,C2,한파주의보,0.3636363636363636
201801중순,O,배,-,0.6363636363636365,0.2619047619047618,0.1428571428571428,0.25,0.0,0.2352941176470588,0.0228187919463087,0.3893129770992366,D2,건조주의보,0.3636363636363636
201801중순,N,배추,가을,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,C2,한파주의보,0.1818181818181818
201801중순,N,배추,가을,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,S3,대설경보,0.0909090909090909
201801중순,A,배추,가을,0.6767676767676768,0.2142857142857142,0.1428571428571428,0.2,0.2359550561797752,0.1176470588235294,0.0,0.3587786259541984,C2,한파주의보,0.1818181818181818
201801중순,R,배추,고랭지,0.5858585858585859,0.1904761904761904,0.1428571428571428,0.15,0.1685393258426966,0.1372549019607843,0.0080536912751677,0.3282442748091603,C3,한파경보,0.1818181818181818
201801중순,R,배추,고랭지,0.5858585858585859,0.1904761904761904,0.1428571428571428,0.15,0.1685393258426966,0.1372549019607843,0.0080536912751677,0.3282442748091603,D2,건조주의보,0.5454545454545454
201801중순,B,배추,가을,0.787878787878788,0.238095238095238,0.1428571428571428,0.175,0.2584269662921348,0.2352941176470588,0.0013422818791946,0.0,C2,한파주의보,0.1818181818181818
201801중순,H,배추,가을,0.7171717171717172,0.1904761904761904,0.1428571428571428,0.2,0.247191011235955,0.0784313725490196,0.0040268456375838,0.3358778625954198,C3,한파경보,0.1818181818181818
201801중순,H,배추,가을,0.7171717171717172,0.1904761904761904,0.1428571428571428,0.2,0.247191011235955,0.0784313725490196,0.0040268456375838,0.3358778625954198,C2,한파주의보,0.1818181818181818
201801중순,A,배추,가을,0.6767676767676768,0.2142857142857142,0.1428571428571428,0.2,0.2359550561797752,0.1176470588235294,0.0,0.3587786259541984,C3,한파경보,0.1818181818181818
201801중순,Q,배추,고랭지,0.4242424242424242,0.3095238095238095,0.1428571428571428,0.325,0.1123595505617977,0.2745098039215686,0.0067114093959731,0.0,D2,건조주의보,0.2727272727272727
201801중순,Q,배추,고랭지,0.4242424242424242,0.3095238095238095,0.1428571428571428,0.325,0.1123595505617977,0.2745098039215686,0.0067114093959731,0.0,D3,건조경보,0.4545454545454546
201801중순,N,배추,봄,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,C2,한파주의보,0.1818181818181818
201801중순,N,배추,봄,0.8989898989898991,0.2619047619047618,0.1428571428571428,0.275,0.2921348314606741,0.1568627450980392,0.0456375838926174,0.0,S3,대설경보,0.0909090909090909
201801중순,R,배추,고랭지,0.5858585858585859,0.1904761904761904,0.1428571428571428,0.15,0.1685393258426966,0.1372549019607843,0.0080536912751677,0.3282442748091603,C2,한파주의보,0.1818181818181818
201801중순,L,사과,-,0.696969696969697,0.2142857142857142,0.1428571428571428,0.3,0.2022471910112359,0.1176470588235294,0.0161073825503355,0.4274809160305343,C3,한파경보,0.3636363636363636
201801중순,S,사과,-,0.7373737373737375,0.238095238095238,0.1428571428571428,0.3,0.2134831460674157,0.2156862745098039,0.0161073825503355,0.4580152671755725,C2,한파주의보,0.2727272727272727
201801중순,K,양파,중만생종,0.8383838383838385,0.2619047619047618,0.1428571428571428,0.275,0.247191011235955,0.2549019607843137,0.0375838926174496,0.0,W2,강풍주의보,0.0909090909090909
201801중순,K,양파,중만생종,0.8383838383838385,0.2619047619047618,0.1428571428571428,0.275,0.247191011235955,0.2549019607843137,0.0375838926174496,0.0,S2,대설주의보,0.1818181818181818
201801중순,T,양파,중만생종,0.797979797979798,0.2619047619047618,0.1428571428571428,0.25,0.2022471910112359,0.2549019607843137,0.0228187919463087,0.4122137404580152,C2,한파주의보,0.2727272727272727
201801하순,D,감자,가을,0.6767676767676768,0.3095238095238095,0.5714285714285714,0.275,0.4157303370786517,0.4313725490196078,0.0134228187919463,0.1297709923664122,S2,대설주의보,0.0909090909090909
201801하순,C,감자,고랭지,0.4444444444444445,0.0476190476190475,0.1428571428571428,0.125,0.1573033707865168,0.0588235294117647,0.0053691275167785,0.4122137404580152,D2,건조주의보,0.6363636363636364
201801하순,C,감자,고랭지,0.4444444444444445,0.0476190476190475,0.1428571428571428,0.125,0.1573033707865168,0.0588235294117647,0.0053691275167785,0.4122137404580152,C3,한파경보,0.6363636363636364
201801하순,C,감자,고랭지,0.4444444444444445,0.0476190476190475,0.1428571428571428,0.125,0.1573033707865168,0.0588235294117647,0.0053691275167785,0.4122137404580152,C2,한파주의보,0.0909090909090909
201801하순,C,감자,고랭지,0.4444444444444445,0.0476190476190475,0.1428571428571428,0.125,0.1573033707865168,0.0588235294117647,0.0053691275167785,0.4122137404580152,S2,대설주의보,0.0909090909090909
201801하순,B,감자,봄,0.6060606060606061,0.119047619047619,0.2857142857142857,0.175,0.2808988764044944,0.1372549019607843,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
201801하순,A,감자,봄,0.5555555555555556,0.0714285714285714,0.1428571428571428,0.125,0.247191011235955,0.0588235294117647,0.0067114093959731,0.564885496183206,S2,대설주의보,0.0909090909090909
201801하순,A,감자,봄,0.5555555555555556,0.0714285714285714,0.1428571428571428,0.125,0.247191011235955,0.0588235294117647,0.0067114093959731,0.564885496183206,C3,한파경보,0.6363636363636364
201801하순,A,감자,봄,0.5555555555555556,0.0714285714285714,0.1428571428571428,0.125,0.247191011235955,0.0588235294117647,0.0067114093959731,0.564885496183206,C2,한파주의보,0.0909090909090909
201801하순,B,감자,봄,0.6060606060606061,0.119047619047619,0.2857142857142857,0.175,0.2808988764044944,0.1372549019607843,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,I,건고추,-,0.4444444444444445,0.119047619047619,0.2857142857142857,0.175,0.1685393258426966,0.0980392156862745,0.0013422818791946,0.0,C3,한파경보,0.3636363636363636
201801하순,H,건고추,-,0.5151515151515152,0.0476190476190475,0.2857142857142857,0.125,0.2022471910112359,0.0588235294117647,0.0026845637583892,0.6259541984732824,C3,한파경보,0.7272727272727273
201801하순,H,건고추,-,0.5151515151515152,0.0476190476190475,0.2857142857142857,0.125,0.2022471910112359,0.0588235294117647,0.0026845637583892,0.6259541984732824,D2,건조주의보,0.5454545454545454
201801하순,E,건고추,-,0.5151515151515152,0.0952380952380952,0.1428571428571428,0.15,0.2247191011235955,0.1176470588235294,0.0026845637583892,0.0,C3,한파경보,0.7272727272727273
201801하순,E,건고추,-,0.5151515151515152,0.0952380952380952,0.1428571428571428,0.15,0.2247191011235955,0.1176470588235294,0.0026845637583892,0.0,D2,건조주의보,0.5454545454545454
201801하순,E,건고추,-,0.5151515151515152,0.0952380952380952,0.1428571428571428,0.15,0.2247191011235955,0.1176470588235294,0.0026845637583892,0.0,R2,호우주의보,0.9090909090909092
201801하순,F,건고추,-,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
201801하순,F,건고추,-,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,G,건고추,-,0.6363636363636365,0.1428571428571428,0.2857142857142857,0.25,0.2808988764044944,0.196078431372549,0.0026845637583892,0.5572519083969465,C2,한파주의보,0.4545454545454546
201801하순,I,건고추,-,0.4444444444444445,0.119047619047619,0.2857142857142857,0.175,0.1685393258426966,0.0980392156862745,0.0013422818791946,0.0,C2,한파주의보,0.3636363636363636
201801하순,I,건고추,-,0.4444444444444445,0.119047619047619,0.2857142857142857,0.175,0.1685393258426966,0.0980392156862745,0.0013422818791946,0.0,D2,건조주의보,0.3636363636363636
201801하순,I,건고추,-,0.4444444444444445,0.119047619047619,0.2857142857142857,0.175,0.1685393258426966,0.0980392156862745,0.0013422818791946,0.0,D3,건조경보,0.2727272727272727
201801하순,I,건고추,-,0.4444444444444445,0.119047619047619,0.2857142857142857,0.175,0.1685393258426966,0.0980392156862745,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,J,마늘,난지형 대서,0.3636363636363636,0.1666666666666666,0.4285714285714285,0.225,0.1348314606741573,0.196078431372549,0.0,0.6030534351145038,D3,건조경보,0.4545454545454546
201801하순,D,마늘,난지형 남도,0.6767676767676768,0.3095238095238095,0.5714285714285714,0.275,0.4157303370786517,0.4313725490196078,0.0134228187919463,0.1297709923664122,S2,대설주의보,0.0909090909090909
201801하순,K,마늘,난지형 남도,0.6767676767676768,0.2142857142857142,0.2857142857142857,0.275,0.247191011235955,0.2352941176470588,0.0,0.0,C2,한파주의보,0.4545454545454546
201801하순,K,마늘,난지형 남도,0.6767676767676768,0.2142857142857142,0.2857142857142857,0.275,0.247191011235955,0.2352941176470588,0.0,0.0,S2,대설주의보,0.0909090909090909
201801하순,F,마늘,난지형 대서,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
201801하순,F,마늘,한지형,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
201801하순,F,마늘,한지형,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,J,마늘,난지형 대서,0.3636363636363636,0.1666666666666666,0.4285714285714285,0.225,0.1348314606741573,0.196078431372549,0.0,0.6030534351145038,C2,한파주의보,0.4545454545454546
201801하순,J,마늘,난지형 대서,0.3636363636363636,0.1666666666666666,0.4285714285714285,0.225,0.1348314606741573,0.196078431372549,0.0,0.6030534351145038,D2,건조주의보,0.2727272727272727
201801하순,L,마늘,한지형,0.4242424242424242,0.1428571428571428,0.2857142857142857,0.225,0.1348314606741573,0.0980392156862745,0.0,0.6564885496183206,D3,건조경보,0.3636363636363636
201801하순,L,마늘,한지형,0.4242424242424242,0.1428571428571428,0.2857142857142857,0.225,0.1348314606741573,0.0980392156862745,0.0,0.6564885496183206,D2,건조주의보,0.3636363636363636
201801하순,L,마늘,한지형,0.4242424242424242,0.1428571428571428,0.2857142857142857,0.225,0.1348314606741573,0.0980392156862745,0.0,0.6564885496183206,C3,한파경보,0.3636363636363636
201801하순,L,마늘,한지형,0.4242424242424242,0.1428571428571428,0.2857142857142857,0.225,0.1348314606741573,0.0980392156862745,0.0,0.6564885496183206,C2,한파주의보,0.3636363636363636
201801하순,F,마늘,난지형 대서,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,F,무,가을,0.6565656565656566,0.1428571428571428,0.2857142857142857,0.175,0.3258426966292135,0.196078431372549,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
201801하순,B,무,가을,0.6060606060606061,0.119047619047619,0.2857142857142857,0.175,0.2808988764044944,0.1372549019607843,0.0013422818791946,0.0,W2,강풍주의보,0.1818181818181818
201801하순,B,무,가을,0.6060606060606061,0.119047619047619,0.2857142857142857,0.175,0.2808988764044944,0.1372549019607843,0.0013422818791946,0.0,C2,한파주의보,0.7272727272727273
